customer_id,contract_type,tenure_months,monthly_charge,support_tickets,internet_type,paperless_billing,auto_payment,churned
CU-11565,1 ปี,38,652.32,0,ไฟเบอร์,ใช่,ใช่,0
CU-11566,1 ปี,1,310.82,3,ไฟเบอร์,ไม่,ไม่,0
CU-11567,1 ปี,40,1010.93,0,ไฟเบอร์,ใช่,ใช่,0
CU-11568,2 ปี,18,1093.87,0,ADSL,ไม่,ไม่,0
CU-11569,รายเดือน,11,608.49,2,ไฟเบอร์,ไม่,ใช่,0
CU-11570,2 ปี,13,976.85,3,ADSL,ใช่,ใช่,0
CU-11571,1 ปี,62,577.83,0,ไฟเบอร์,ใช่,ไม่,0
CU-11572,รายเดือน,60,1198.94,3,ไฟเบอร์,ไม่,ใช่,0
CU-11573,2 ปี,55,1186.44,0,ไฟเบอร์,ไม่,ใช่,0
CU-11574,2 ปี,52,659.67,0,ADSL,ไม่,ใช่,0
CU-11575,1 ปี,11,918.06,0,ADSL,ใช่,ใช่,0
CU-11576,2 ปี,8,770.58,1,ADSL,ใช่,ใช่,0
CU-11577,1 ปี,51,512.90,0,ADSL,ใช่,ใช่,0
CU-11578,1 ปี,48,1216.96,1,ADSL,ไม่,ใช่,0
CU-11579,1 ปี,44,776.09,2,ADSL,ใช่,ใช่,0
CU-11580,รายเดือน,47,575.57,2,ADSL,ไม่,ใช่,0
CU-11581,1 ปี,67,825.47,1,ADSL,ไม่,ใช่,0
CU-11582,รายเดือน,29,444.11,0,ไฟเบอร์,ใช่,ใช่,0
CU-11583,รายเดือน,48,1575.26,0,ADSL,ใช่,ไม่,1
CU-11584,2 ปี,19,347.02,0,ADSL,ใช่,ใช่,0
CU-11585,1 ปี,4,1291.03,2,ไฟเบอร์,ไม่,ไม่,0
CU-11586,รายเดือน,39,978.79,0,ADSL,ไม่,ไม่,0
CU-11587,รายเดือน,57,1498.37,0,ไฟเบอร์,ใช่,ไม่,1
CU-11588,2 ปี,10,308.73,1,ADSL,ไม่,ใช่,0
CU-11589,รายเดือน,16,1231.58,1,ADSL,ไม่,ใช่,1
CU-11590,รายเดือน,21,525.27,2,ไฟเบอร์,ใช่,ไม่,1
CU-11591,รายเดือน,58,611.76,0,ไฟเบอร์,ใช่,ไม่,0
CU-11592,รายเดือน,43,517.63,0,ไฟเบอร์,ไม่,ไม่,0
CU-11593,รายเดือน,56,552.50,0,ADSL,ไม่,ใช่,0
CU-11594,1 ปี,20,1234.63,3,ไฟเบอร์,ใช่,ไม่,0
CU-11595,รายเดือน,42,417.08,1,ไฟเบอร์,ไม่,ไม่,0
CU-11596,รายเดือน,1,1558.74,2,ไฟเบอร์,ใช่,ไม่,1
CU-11597,2 ปี,66,1265.44,1,ไฟเบอร์,ใช่,ไม่,0
CU-11598,1 ปี,64,700.69,0,ADSL,ใช่,ไม่,0
CU-11599,1 ปี,43,366.61,2,ไฟเบอร์,ใช่,ใช่,0
CU-11600,รายเดือน,35,1301.56,1,ไฟเบอร์,ใช่,ไม่,1
CU-11601,รายเดือน,46,396.64,0,ADSL,ใช่,ไม่,0
CU-11602,รายเดือน,67,465.25,0,ไฟเบอร์,ไม่,ใช่,1
CU-11603,รายเดือน,10,1395.20,0,ไฟเบอร์,ใช่,ใช่,0
CU-11604,รายเดือน,2,1076.45,0,ไฟเบอร์,ใช่,ใช่,1
CU-11605,รายเดือน,53,1372.62,1,ไฟเบอร์,ใช่,ใช่,0
CU-11606,1 ปี,26,756.71,0,ไฟเบอร์,ใช่,ใช่,0
CU-11607,2 ปี,15,602.17,0,ADSL,ไม่,ใช่,0
CU-11608,1 ปี,50,605.37,5,ADSL,ใช่,ใช่,0
CU-11609,รายเดือน,23,760.67,3,ADSL,ใช่,ไม่,0
CU-11610,รายเดือน,50,1107.48,2,ไฟเบอร์,ใช่,ใช่,0
CU-11611,รายเดือน,55,333.84,0,ADSL,ใช่,ไม่,0
CU-11612,รายเดือน,53,633.86,4,ADSL,ไม่,ใช่,0
CU-11613,รายเดือน,21,1304.51,3,ADSL,ไม่,ใช่,1
CU-11614,รายเดือน,55,957.00,1,ADSL,ใช่,ไม่,1
CU-11615,รายเดือน,17,1303.12,2,ไฟเบอร์,ใช่,ไม่,1
CU-11616,2 ปี,51,698.19,0,ADSL,ใช่,ใช่,0
CU-11617,รายเดือน,59,1099.42,2,ADSL,ไม่,ไม่,0
CU-11618,รายเดือน,29,561.15,4,ไฟเบอร์,ใช่,ใช่,1
CU-11619,2 ปี,55,563.71,3,ไฟเบอร์,ไม่,ไม่,0
CU-11620,รายเดือน,51,1485.45,0,ADSL,ไม่,ใช่,1
CU-11621,1 ปี,25,577.02,0,ADSL,ไม่,ไม่,0
CU-11622,1 ปี,33,852.67,1,ADSL,ใช่,ใช่,1
CU-11623,2 ปี,63,1018.93,2,ไฟเบอร์,ไม่,ไม่,0
CU-11624,รายเดือน,60,369.60,1,ADSL,ใช่,ใช่,0
CU-11625,1 ปี,32,617.06,4,ไฟเบอร์,ใช่,ไม่,1
CU-11626,รายเดือน,55,793.69,0,ADSL,ใช่,ไม่,1
CU-11627,รายเดือน,36,1286.92,0,ไฟเบอร์,ไม่,ไม่,1
CU-11628,รายเดือน,34,1518.95,0,ไฟเบอร์,ไม่,ไม่,1
CU-11629,รายเดือน,12,490.14,0,ADSL,ไม่,ไม่,1
CU-11630,2 ปี,36,961.52,2,ADSL,ใช่,ใช่,0
CU-11631,2 ปี,10,465.22,1,ADSL,ไม่,ใช่,0
CU-11632,1 ปี,6,884.04,0,ADSL,ใช่,ใช่,1
CU-11633,รายเดือน,20,1410.36,1,ADSL,ไม่,ใช่,0
CU-11634,รายเดือน,47,563.51,2,ไฟเบอร์,ไม่,ไม่,1
CU-11635,รายเดือน,9,990.16,1,ADSL,ไม่,ใช่,1
CU-11636,รายเดือน,37,1189.50,1,ไฟเบอร์,ใช่,ใช่,0
CU-11637,1 ปี,5,819.37,2,ADSL,ไม่,ใช่,0
CU-11638,รายเดือน,15,1322.24,0,ไฟเบอร์,ไม่,ไม่,1
CU-11639,2 ปี,53,489.13,0,ADSL,ไม่,ไม่,0
CU-11640,2 ปี,22,621.02,5,ไฟเบอร์,ใช่,ไม่,0
CU-11641,รายเดือน,58,898.40,1,ADSL,ใช่,ไม่,0
CU-11642,1 ปี,43,746.76,3,ไฟเบอร์,ใช่,ใช่,0
CU-11643,2 ปี,70,548.86,5,ADSL,ไม่,ใช่,0
CU-11644,1 ปี,59,711.93,4,ADSL,ไม่,ใช่,0
CU-11645,รายเดือน,15,1180.85,2,ไฟเบอร์,ใช่,ใช่,0
CU-11646,1 ปี,25,1298.44,1,ADSL,ใช่,ไม่,0
CU-11647,รายเดือน,4,1262.81,0,ไฟเบอร์,ใช่,ใช่,0
CU-11648,1 ปี,40,1527.66,3,ADSL,ไม่,ไม่,0
CU-11649,รายเดือน,5,1508.75,1,ADSL,ไม่,ใช่,1
CU-11650,2 ปี,24,303.16,0,ADSL,ใช่,ใช่,0
CU-11651,2 ปี,60,319.96,4,ADSL,ใช่,ใช่,0
CU-11652,1 ปี,20,374.74,1,ไฟเบอร์,ใช่,ใช่,0
CU-11653,รายเดือน,50,947.66,2,ADSL,ใช่,ใช่,1
CU-11654,รายเดือน,55,1313.55,4,ADSL,ใช่,ไม่,1
CU-11655,1 ปี,71,781.44,2,ADSL,ไม่,ใช่,0
CU-11656,1 ปี,50,417.41,0,ADSL,ไม่,ใช่,0
CU-11657,รายเดือน,17,675.03,0,ไฟเบอร์,ใช่,ไม่,0
CU-11658,รายเดือน,14,1187.58,1,ADSL,ไม่,ไม่,1
CU-11659,รายเดือน,18,365.45,3,ADSL,ใช่,ใช่,1
CU-11660,1 ปี,7,1236.25,1,ADSL,ใช่,ไม่,0
CU-11661,2 ปี,35,614.28,3,ADSL,ใช่,ไม่,0
CU-11662,รายเดือน,52,596.21,0,ไฟเบอร์,ใช่,ใช่,0
CU-11663,รายเดือน,69,514.63,0,ไฟเบอร์,ใช่,ใช่,0
CU-11664,1 ปี,22,849.16,1,ไฟเบอร์,ใช่,ใช่,0
CU-11665,รายเดือน,23,479.37,3,ADSL,ไม่,ไม่,1
CU-11666,1 ปี,12,1379.37,1,ไฟเบอร์,ใช่,ไม่,0
CU-11667,รายเดือน,34,1449.70,0,ADSL,ไม่,ไม่,1
CU-11668,รายเดือน,40,1028.70,0,ADSL,ไม่,ใช่,0
CU-11669,1 ปี,44,989.44,3,ADSL,ไม่,ไม่,0
CU-11670,รายเดือน,1,983.62,0,ไฟเบอร์,ไม่,ใช่,1
CU-11671,2 ปี,50,1410.91,3,ไฟเบอร์,ใช่,ใช่,0
CU-11672,รายเดือน,33,1121.45,1,ไฟเบอร์,ไม่,ไม่,0
CU-11673,รายเดือน,26,1120.94,4,ADSL,ใช่,ใช่,1
CU-11674,รายเดือน,56,509.29,1,ไฟเบอร์,ไม่,ใช่,0
CU-11675,รายเดือน,21,388.17,0,ADSL,ไม่,ไม่,1
CU-11676,รายเดือน,35,301.80,5,ไฟเบอร์,ใช่,ไม่,1
CU-11677,1 ปี,38,579.01,1,ไฟเบอร์,ใช่,ใช่,0
CU-11678,1 ปี,50,1356.08,1,ADSL,ใช่,ไม่,1
CU-11679,รายเดือน,68,462.25,0,ADSL,ไม่,ใช่,0
CU-11680,2 ปี,36,1502.12,0,ADSL,ไม่,ใช่,0
CU-11681,1 ปี,20,1558.24,0,ไฟเบอร์,ใช่,ไม่,0
CU-11682,1 ปี,22,693.33,0,ไฟเบอร์,ใช่,ไม่,0
CU-11683,2 ปี,53,941.71,0,ADSL,ใช่,ใช่,0
CU-11684,2 ปี,23,742.09,3,ไฟเบอร์,ใช่,ใช่,0
CU-11685,รายเดือน,25,1307.12,0,ADSL,ใช่,ใช่,1
CU-11686,รายเดือน,56,1467.85,0,ADSL,ไม่,ไม่,0
CU-11687,รายเดือน,40,329.67,2,ไฟเบอร์,ใช่,ใช่,1
CU-11688,รายเดือน,42,1204.43,1,ADSL,ไม่,ไม่,1
CU-11689,รายเดือน,16,1145.30,0,ADSL,ไม่,ไม่,1
CU-11690,รายเดือน,55,1215.44,0,ไฟเบอร์,ใช่,ใช่,0
CU-11691,รายเดือน,26,1248.98,3,ไฟเบอร์,ไม่,ไม่,1
CU-11692,รายเดือน,63,365.61,2,ADSL,ใช่,ไม่,1
CU-11693,รายเดือน,70,559.38,1,ADSL,ไม่,ใช่,0
CU-11694,2 ปี,7,513.86,0,ADSL,ใช่,ใช่,0
CU-11695,รายเดือน,23,882.85,1,ADSL,ไม่,ใช่,0
CU-11696,2 ปี,65,759.61,3,ADSL,ไม่,ใช่,0
CU-11697,2 ปี,9,844.42,3,ไฟเบอร์,ใช่,ไม่,0
CU-11698,รายเดือน,58,776.00,1,ไฟเบอร์,ใช่,ไม่,1
CU-11699,1 ปี,3,1269.28,5,ไฟเบอร์,ไม่,ใช่,1
CU-11700,2 ปี,66,1123.23,0,ไฟเบอร์,ใช่,ไม่,0
CU-11701,รายเดือน,47,368.62,2,ไฟเบอร์,ไม่,ใช่,1
CU-11702,1 ปี,65,502.19,1,ADSL,ใช่,ใช่,0
CU-11703,รายเดือน,33,1308.41,0,ADSL,ไม่,ใช่,0
CU-11704,1 ปี,30,603.67,4,ไฟเบอร์,ใช่,ไม่,0
CU-11705,1 ปี,24,1027.54,3,ไฟเบอร์,ไม่,ใช่,0
CU-11706,รายเดือน,35,1507.84,2,ไฟเบอร์,ใช่,ไม่,0
CU-11707,รายเดือน,19,1187.87,0,ไฟเบอร์,ใช่,ไม่,0
CU-11708,2 ปี,68,515.16,2,ADSL,ไม่,ไม่,0
CU-11709,รายเดือน,41,1586.47,0,ADSL,ใช่,ไม่,1
CU-11710,รายเดือน,13,958.68,0,ADSL,ไม่,ไม่,1
CU-11711,รายเดือน,53,623.53,1,ไฟเบอร์,ไม่,ใช่,0
CU-11712,รายเดือน,46,1442.80,2,ADSL,ใช่,ไม่,1
CU-11713,รายเดือน,46,459.06,4,ADSL,ใช่,ไม่,0
CU-11714,2 ปี,13,1134.01,4,ADSL,ใช่,ใช่,0
CU-11715,รายเดือน,16,990.05,2,ไฟเบอร์,ไม่,ใช่,0
CU-11716,รายเดือน,13,445.69,1,ADSL,ใช่,ไม่,0
CU-11717,1 ปี,61,707.16,4,ADSL,ใช่,ใช่,0
CU-11718,รายเดือน,12,782.03,0,ADSL,ไม่,ไม่,0
CU-11719,1 ปี,37,1064.09,5,ADSL,ใช่,ใช่,0
CU-11720,รายเดือน,8,742.97,0,ADSL,ใช่,ใช่,1
CU-11721,รายเดือน,44,1532.82,0,ADSL,ใช่,ใช่,0
CU-11722,2 ปี,65,311.21,3,ADSL,ไม่,ไม่,0
CU-11723,2 ปี,71,338.38,1,ไฟเบอร์,ไม่,ไม่,0
CU-11724,รายเดือน,16,1079.49,3,ADSL,ใช่,ใช่,1
CU-11725,1 ปี,63,1001.96,3,ADSL,ใช่,ไม่,0
CU-11726,2 ปี,72,806.00,3,ไฟเบอร์,ใช่,ไม่,0
CU-11727,1 ปี,69,1505.35,3,ADSL,ใช่,ไม่,0
CU-11728,1 ปี,8,976.76,1,ไฟเบอร์,ใช่,ใช่,1
CU-11729,1 ปี,14,868.21,2,ADSL,ใช่,ไม่,0
CU-11730,รายเดือน,39,676.89,0,ADSL,ใช่,ไม่,0
CU-11731,2 ปี,64,943.27,0,ADSL,ใช่,ใช่,0
CU-11732,รายเดือน,19,1488.76,0,ไฟเบอร์,ใช่,ใช่,0
CU-11733,รายเดือน,45,657.23,3,ไฟเบอร์,ไม่,ใช่,0
CU-11734,รายเดือน,56,1042.11,3,ADSL,ไม่,ไม่,0
CU-11735,รายเดือน,13,516.88,0,ADSL,ไม่,ไม่,0
CU-11736,2 ปี,30,1392.76,1,ไฟเบอร์,ใช่,ใช่,0
CU-11737,1 ปี,33,578.79,2,ไฟเบอร์,ไม่,ใช่,0
CU-11738,รายเดือน,46,738.57,0,ADSL,ไม่,ไม่,0
CU-11739,2 ปี,56,747.78,0,ADSL,ใช่,ใช่,0
CU-11740,รายเดือน,22,690.85,0,ADSL,ไม่,ใช่,0
CU-11741,รายเดือน,71,1414.06,5,ADSL,ไม่,ใช่,0
CU-11742,1 ปี,1,727.47,1,ADSL,ใช่,ใช่,0
CU-11743,1 ปี,44,1008.79,0,ไฟเบอร์,ใช่,ใช่,0
CU-11744,1 ปี,61,1173.16,1,ADSL,ไม่,ใช่,0
CU-11745,1 ปี,6,501.95,0,ADSL,ใช่,ไม่,0
CU-11746,2 ปี,66,1346.03,3,ไฟเบอร์,ใช่,ไม่,0
CU-11747,2 ปี,67,882.13,5,ไฟเบอร์,ใช่,ไม่,0
CU-11748,รายเดือน,70,1369.66,0,ADSL,ใช่,ใช่,1
CU-11749,2 ปี,37,563.68,3,ADSL,ใช่,ใช่,0
CU-11750,รายเดือน,57,813.91,0,ไฟเบอร์,ไม่,ไม่,0
CU-11751,2 ปี,65,1184.57,5,ไฟเบอร์,ใช่,ไม่,0
CU-11752,รายเดือน,64,1260.84,5,ADSL,ไม่,ไม่,1
CU-11753,1 ปี,65,323.67,0,ADSL,ใช่,ไม่,0
CU-11754,รายเดือน,31,1074.12,4,ไฟเบอร์,ใช่,ไม่,0
CU-11755,รายเดือน,63,1034.37,2,ไฟเบอร์,ใช่,ไม่,1
CU-11756,รายเดือน,9,797.23,4,ไฟเบอร์,ใช่,ไม่,1
CU-11757,1 ปี,4,1048.49,0,ADSL,ไม่,ใช่,0
CU-11758,1 ปี,45,779.66,1,ไฟเบอร์,ไม่,ใช่,0
CU-11759,รายเดือน,62,1512.67,0,ADSL,ไม่,ไม่,0
CU-11760,2 ปี,20,1483.27,5,ไฟเบอร์,ใช่,ไม่,1
CU-11761,รายเดือน,45,352.09,1,ไฟเบอร์,ใช่,ใช่,0
CU-11762,2 ปี,38,1107.45,3,ADSL,ใช่,ไม่,0
CU-11763,2 ปี,37,329.14,1,ADSL,ใช่,ใช่,0
CU-11764,รายเดือน,24,413.81,1,ADSL,ไม่,ใช่,1
CU-11765,รายเดือน,43,1540.77,0,ADSL,ไม่,ไม่,0
CU-11766,รายเดือน,37,1478.45,0,ไฟเบอร์,ใช่,ใช่,1
CU-11767,1 ปี,26,355.14,2,ไฟเบอร์,ใช่,ใช่,0
CU-11768,รายเดือน,68,1104.04,3,ADSL,ใช่,ไม่,0
CU-11769,1 ปี,42,1426.50,4,ไฟเบอร์,ใช่,ใช่,0
CU-11770,รายเดือน,17,700.79,0,ไฟเบอร์,ใช่,ไม่,1
CU-11771,1 ปี,18,1048.79,3,ADSL,ใช่,ไม่,0
CU-11772,1 ปี,32,349.44,0,ADSL,ใช่,ไม่,0
CU-11773,2 ปี,17,821.78,0,ADSL,ใช่,ไม่,1
CU-11774,2 ปี,41,361.80,2,ADSL,ไม่,ใช่,0
CU-11775,1 ปี,44,1430.55,0,ADSL,ไม่,ใช่,0
CU-11776,2 ปี,66,712.41,0,ADSL,ใช่,ใช่,0
CU-11777,รายเดือน,47,1439.31,0,ADSL,ไม่,ใช่,1
CU-11778,รายเดือน,59,1517.51,3,ADSL,ไม่,ไม่,1
CU-11779,รายเดือน,56,1399.66,1,ADSL,ใช่,ใช่,1
CU-11780,1 ปี,67,1009.67,0,ADSL,ใช่,ไม่,0
CU-11781,1 ปี,8,1115.78,0,ไฟเบอร์,ใช่,ไม่,0
CU-11782,1 ปี,66,854.05,0,ADSL,ใช่,ไม่,0
CU-11783,รายเดือน,19,1139.13,1,ADSL,ใช่,ไม่,1
CU-11784,รายเดือน,10,1567.51,0,ADSL,ใช่,ไม่,1
CU-11785,1 ปี,47,965.01,0,ADSL,ไม่,ไม่,0
CU-11786,รายเดือน,66,330.62,4,ADSL,ไม่,ไม่,0
CU-11787,2 ปี,19,1297.06,0,ไฟเบอร์,ใช่,ไม่,0
CU-11788,รายเดือน,32,1537.85,1,ไฟเบอร์,ไม่,ใช่,1
CU-11789,1 ปี,47,742.29,2,ADSL,ไม่,ไม่,0
CU-11790,รายเดือน,63,720.99,4,ไฟเบอร์,ใช่,ใช่,0
CU-11791,รายเดือน,51,844.17,4,ไฟเบอร์,ไม่,ไม่,1
CU-11792,รายเดือน,14,1269.93,0,ADSL,ไม่,ไม่,1
CU-11793,1 ปี,30,481.10,2,ไฟเบอร์,ใช่,ใช่,0
CU-11794,รายเดือน,61,685.76,1,ไฟเบอร์,ไม่,ไม่,1
CU-11795,รายเดือน,60,911.07,4,ADSL,ไม่,ใช่,0
CU-11796,1 ปี,60,1084.98,2,ไฟเบอร์,ใช่,ไม่,0
CU-11797,รายเดือน,16,1044.85,0,ไฟเบอร์,ใช่,ไม่,1
CU-11798,2 ปี,48,1097.46,0,ADSL,ใช่,ไม่,0
CU-11799,2 ปี,47,1338.23,1,ไฟเบอร์,ใช่,ไม่,0
CU-11800,รายเดือน,53,839.70,0,ADSL,ใช่,ใช่,0
CU-11801,รายเดือน,46,1224.22,0,ADSL,ใช่,ใช่,0
CU-11802,รายเดือน,28,792.82,0,ไฟเบอร์,ไม่,ใช่,1
CU-11803,1 ปี,51,582.99,0,ADSL,ใช่,ใช่,0
CU-11804,รายเดือน,59,1271.87,0,ADSL,ใช่,ไม่,0
CU-11805,1 ปี,9,705.89,1,ไฟเบอร์,ใช่,ไม่,0
CU-11806,รายเดือน,23,589.95,3,ADSL,ใช่,ไม่,1
CU-11807,2 ปี,34,1233.07,0,ADSL,ใช่,ไม่,0
CU-11808,2 ปี,18,1345.12,2,ADSL,ไม่,ไม่,0
CU-11809,รายเดือน,22,1324.03,0,ADSL,ไม่,ไม่,0
CU-11810,รายเดือน,65,1085.99,3,ADSL,ใช่,ใช่,0
CU-11811,1 ปี,58,434.47,4,ไฟเบอร์,ใช่,ใช่,0
CU-11812,2 ปี,52,665.62,0,ADSL,ใช่,ไม่,0
CU-11813,2 ปี,23,581.50,5,ไฟเบอร์,ใช่,ใช่,0
CU-11814,1 ปี,33,795.28,2,ไฟเบอร์,ใช่,ไม่,0
CU-11815,รายเดือน,72,1417.88,4,ไฟเบอร์,ใช่,ไม่,1
CU-11816,รายเดือน,41,1333.29,1,ADSL,ไม่,ไม่,0
CU-11817,รายเดือน,15,785.52,1,ADSL,ไม่,ไม่,1
CU-11818,รายเดือน,48,428.99,1,ADSL,ใช่,ใช่,0
CU-11819,1 ปี,42,1262.49,1,ADSL,ใช่,ใช่,0
CU-11820,2 ปี,39,355.17,0,ADSL,ไม่,ไม่,0
CU-11821,รายเดือน,64,1305.37,1,ADSL,ใช่,ใช่,0
CU-11822,รายเดือน,48,1214.95,1,ไฟเบอร์,ใช่,ไม่,1
CU-11823,2 ปี,24,385.46,0,ADSL,ใช่,ใช่,0
CU-11824,2 ปี,16,1078.32,0,ไฟเบอร์,ไม่,ไม่,0
CU-11825,1 ปี,10,1554.06,0,ADSL,ใช่,ใช่,0
CU-11826,2 ปี,20,912.00,0,ไฟเบอร์,ใช่,ใช่,0
CU-11827,รายเดือน,8,418.46,1,ADSL,ใช่,ใช่,1
CU-11828,1 ปี,17,1411.34,0,ADSL,ใช่,ใช่,1
CU-11829,2 ปี,11,379.67,0,ไฟเบอร์,ไม่,ไม่,0
CU-11830,รายเดือน,20,584.77,2,ADSL,ใช่,ไม่,1
CU-11831,2 ปี,42,1336.22,0,ADSL,ใช่,ใช่,0
CU-11832,รายเดือน,17,900.80,3,ADSL,ไม่,ไม่,1
CU-11833,รายเดือน,36,900.21,0,ไฟเบอร์,ไม่,ไม่,0
CU-11834,1 ปี,38,864.47,0,ไฟเบอร์,ใช่,ใช่,0
CU-11835,รายเดือน,39,1336.54,0,ADSL,ใช่,ใช่,0
CU-11836,รายเดือน,36,323.40,0,ไฟเบอร์,ไม่,ไม่,0
CU-11837,1 ปี,28,1127.45,1,ADSL,ไม่,ไม่,0
CU-11838,รายเดือน,6,1254.67,3,ไฟเบอร์,ไม่,ไม่,0
CU-11839,รายเดือน,2,713.55,1,ไฟเบอร์,ใช่,ไม่,1
CU-11840,รายเดือน,44,1310.21,1,ADSL,ใช่,ไม่,0
CU-11841,1 ปี,23,356.09,0,ADSL,ใช่,ใช่,0
CU-11842,รายเดือน,5,555.42,2,ADSL,ใช่,ใช่,1
CU-11843,รายเดือน,14,916.85,1,ไฟเบอร์,ใช่,ใช่,1
CU-11844,2 ปี,11,1527.22,1,ไฟเบอร์,ใช่,ใช่,0
CU-11845,รายเดือน,52,681.40,0,ADSL,ใช่,ใช่,0
CU-11846,1 ปี,6,1096.94,4,ไฟเบอร์,ใช่,ใช่,1
CU-11847,รายเดือน,9,528.27,4,ไฟเบอร์,ใช่,ไม่,1
CU-11848,2 ปี,42,870.64,1,ไฟเบอร์,ใช่,ไม่,0
CU-11849,รายเดือน,63,792.12,2,ไฟเบอร์,ไม่,ไม่,0
CU-11850,รายเดือน,62,414.42,1,ADSL,ไม่,ไม่,1
CU-11851,1 ปี,57,620.48,1,ไฟเบอร์,ใช่,ไม่,0
CU-11852,1 ปี,71,1192.83,0,ADSL,ใช่,ใช่,0
CU-11853,รายเดือน,62,1556.77,1,ไฟเบอร์,ใช่,ใช่,0
CU-11854,รายเดือน,71,516.73,2,ไฟเบอร์,ใช่,ใช่,0
CU-11855,รายเดือน,66,503.60,4,ไฟเบอร์,ใช่,ใช่,1
CU-11856,รายเดือน,43,348.54,1,ไฟเบอร์,ไม่,ใช่,0
CU-11857,รายเดือน,53,540.56,0,ไฟเบอร์,ใช่,ไม่,0
CU-11858,1 ปี,20,531.53,0,ADSL,ไม่,ใช่,0
CU-11859,รายเดือน,19,896.28,0,ADSL,ใช่,ไม่,0
CU-11860,รายเดือน,36,1544.39,3,ไฟเบอร์,ไม่,ใช่,0
CU-11861,รายเดือน,62,464.36,0,ADSL,ไม่,ใช่,0
CU-11862,รายเดือน,36,1155.43,3,ADSL,ไม่,ใช่,1
CU-11863,1 ปี,71,992.00,1,ไฟเบอร์,ไม่,ใช่,0
CU-11864,รายเดือน,67,684.82,1,ADSL,ใช่,ใช่,0
CU-11865,รายเดือน,7,690.36,0,ADSL,ไม่,ใช่,0
CU-11866,รายเดือน,25,1014.41,0,ADSL,ใช่,ไม่,1
CU-11867,รายเดือน,30,1013.81,1,ไฟเบอร์,ใช่,ใช่,1
CU-11868,รายเดือน,14,362.03,0,ไฟเบอร์,ใช่,ไม่,1
CU-11869,รายเดือน,59,700.47,0,ADSL,ใช่,ใช่,1
CU-11870,1 ปี,45,696.14,0,ไฟเบอร์,ใช่,ไม่,0
CU-11871,รายเดือน,58,530.18,0,ไฟเบอร์,ใช่,ใช่,0
CU-11872,รายเดือน,39,921.41,1,ADSL,ไม่,ไม่,0
CU-11873,รายเดือน,21,378.21,1,ADSL,ไม่,ใช่,0
CU-11874,2 ปี,49,376.35,1,ADSL,ใช่,ใช่,0
CU-11875,รายเดือน,39,916.30,0,ADSL,ไม่,ใช่,0
CU-11876,2 ปี,63,784.49,2,ไฟเบอร์,ไม่,ไม่,0
CU-11877,2 ปี,10,1115.90,0,ADSL,ใช่,ไม่,0
CU-11878,1 ปี,60,1517.81,4,ADSL,ใช่,ไม่,0
CU-11879,1 ปี,46,393.63,5,ไฟเบอร์,ใช่,ไม่,0
CU-11880,รายเดือน,21,1237.59,0,ไฟเบอร์,ใช่,ใช่,1
CU-11881,2 ปี,4,894.11,0,ไฟเบอร์,ใช่,ไม่,0
CU-11882,2 ปี,16,1289.40,0,ADSL,ไม่,ใช่,0
CU-11883,1 ปี,36,857.64,1,ADSL,ไม่,ใช่,0
CU-11884,2 ปี,51,981.85,0,ไฟเบอร์,ใช่,ใช่,0
CU-11885,1 ปี,68,893.24,1,ไฟเบอร์,ใช่,ไม่,0
CU-11886,1 ปี,37,1026.93,0,ไฟเบอร์,ไม่,ไม่,0
CU-11887,1 ปี,57,1472.37,0,ADSL,ใช่,ไม่,0
CU-11888,1 ปี,41,786.11,3,ไฟเบอร์,ใช่,ใช่,0
CU-11889,2 ปี,47,559.33,0,ADSL,ใช่,ไม่,0
CU-11890,2 ปี,45,1038.90,3,ADSL,ไม่,ไม่,0
CU-11891,1 ปี,19,644.01,0,ไฟเบอร์,ใช่,ใช่,0
CU-11892,รายเดือน,37,311.38,1,ADSL,ใช่,ใช่,1
CU-11893,1 ปี,28,1376.17,0,ไฟเบอร์,ใช่,ใช่,0
CU-11894,รายเดือน,64,533.06,0,ADSL,ใช่,ไม่,0
CU-11895,1 ปี,57,907.46,2,ไฟเบอร์,ใช่,ไม่,0
CU-11896,รายเดือน,27,1268.06,1,ADSL,ใช่,ใช่,0
CU-11897,1 ปี,26,388.21,0,ADSL,ไม่,ไม่,0
CU-11898,รายเดือน,25,358.86,1,ไฟเบอร์,ใช่,ใช่,1
CU-11899,2 ปี,31,440.79,5,ADSL,ไม่,ไม่,0
CU-11900,1 ปี,71,1586.72,2,ไฟเบอร์,ไม่,ใช่,0
CU-11901,รายเดือน,69,355.44,2,ADSL,ไม่,ใช่,0
CU-11902,รายเดือน,30,1097.40,4,ADSL,ใช่,ไม่,1
CU-11903,2 ปี,48,1328.41,1,ADSL,ใช่,ใช่,0
CU-11904,1 ปี,46,928.00,0,ADSL,ไม่,ใช่,0
CU-11905,รายเดือน,64,1025.19,5,ไฟเบอร์,ใช่,ใช่,0
CU-11906,รายเดือน,15,720.22,1,ADSL,ไม่,ใช่,1
CU-11907,รายเดือน,42,1354.45,0,ADSL,ใช่,ใช่,1
CU-11908,1 ปี,11,834.41,0,ADSL,ไม่,ใช่,0
CU-11909,รายเดือน,25,417.71,3,ไฟเบอร์,ใช่,ไม่,1
CU-11910,1 ปี,59,571.77,0,ไฟเบอร์,ใช่,ใช่,0
CU-11911,รายเดือน,14,944.34,0,ADSL,ใช่,ไม่,1
CU-11912,รายเดือน,54,440.50,0,ADSL,ใช่,ไม่,1
