loan_id,application_date,income_at_application,debt_ratio_at_application,credit_history_months_at_application,age_at_application,prev_loans_at_application,loan_amount_at_application,occupation_at_application,collection_calls,account_status,days_since_last_payment,defaulted
L-22157,2024-05-17,13482.61,0.354,177,39,2,500000.00,ธุรกิจส่วนตัว,2,ปกติ,22,0
L-24566,2024-05-17,40572.74,0.555,185,61,5,200000.00,พนักงานประจำ,2,ปกติ,9,0
L-25597,2024-05-17,54306.40,0.347,52,48,1,100000.00,ข้าราชการ,1,ปกติ,3,0
L-26439,2024-05-17,53333.89,0.429,42,58,6,200000.00,ข้าราชการ,0,ปกติ,15,0
L-26597,2024-05-17,23703.25,0.705,57,28,1,300000.00,พนักงานประจำ,0,ปกติ,28,0
L-26701,2024-05-17,15878.75,0.682,10,62,4,150000.00,พนักงานประจำ,1,ปกติ,22,0
L-28735,2024-05-17,51153.19,0.183,188,24,1,200000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,6,0
L-21187,2024-05-18,33419.65,0.767,14,49,0,50000.00,ข้าราชการ,2,ปกติ,9,0
L-21337,2024-05-18,9977.90,0.134,227,59,3,100000.00,อาชีพอิสระ,0,ปกติ,17,0
L-22126,2024-05-18,17198.30,0.471,32,64,3,300000.00,อาชีพอิสระ,0,ปกติ,3,0
L-27105,2024-05-18,18453.21,0.494,152,26,2,500000.00,อาชีพอิสระ,0,ปกติ,23,0
L-27717,2024-05-18,32727.46,0.359,220,33,1,500000.00,พนักงานประจำ,0,ปกติ,0,0
L-28233,2024-05-18,37295.93,0.353,51,21,3,200000.00,อาชีพอิสระ,0,ปกติ,19,0
L-28910,2024-05-18,35929.23,0.706,186,57,4,500000.00,อาชีพอิสระ,0,ปกติ,10,0
L-29799,2024-05-18,10638.28,0.401,96,32,6,300000.00,อาชีพอิสระ,0,ปกติ,27,0
L-29850,2024-05-18,13430.96,0.035,72,48,5,100000.00,ข้าราชการ,0,ปกติ,16,0
L-30239,2024-05-18,38088.93,0.02,110,28,3,50000.00,ธุรกิจส่วนตัว,2,ปกติ,13,0
L-31425,2024-05-18,51218.83,0.667,8,46,1,200000.00,ธุรกิจส่วนตัว,6,ค้างชำระ,93,1
L-31758,2024-05-18,45535.29,0.196,120,43,4,150000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,22,0
L-21460,2024-05-19,36008.11,0.467,66,26,0,500000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,7,0
L-23443,2024-05-19,14089.29,0.275,210,59,6,50000.00,พนักงานประจำ,0,ปกติ,21,0
L-26204,2024-05-19,24937.42,0.453,173,34,4,200000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,9,0
L-28263,2024-05-19,42867.07,0.323,5,64,3,50000.00,อาชีพอิสระ,2,ปกติ,12,0
L-29309,2024-05-19,19314.73,0.205,126,54,0,100000.00,ข้าราชการ,1,ปกติ,18,0
L-29806,2024-05-19,37179.55,0.556,140,47,0,50000.00,อาชีพอิสระ,1,ปกติ,7,0
L-30385,2024-05-19,39911.79,0.688,174,51,3,500000.00,อาชีพอิสระ,8,ค้างชำระ,121,1
L-30652,2024-05-19,39606.96,0.256,213,38,4,100000.00,ข้าราชการ,2,ปกติ,20,0
L-30943,2024-05-19,12864.91,0.585,67,52,2,300000.00,อาชีพอิสระ,1,ปกติ,4,0
L-31277,2024-05-19,45010.94,0.419,16,32,4,150000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,28,0
L-27075,2024-05-20,40320.16,0.447,215,65,1,100000.00,พนักงานประจำ,1,ปกติ,27,0
L-31341,2024-05-20,11743.34,0.036,215,59,1,50000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,15,0
L-20308,2024-05-21,16386.51,0.649,63,55,6,100000.00,ข้าราชการ,9,ค้างชำระ,161,1
L-20601,2024-05-21,34334.75,0.445,170,54,1,200000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,15,0
L-20609,2024-05-21,44124.34,0.056,125,46,1,300000.00,อาชีพอิสระ,0,ปกติ,2,0
L-20854,2024-05-21,54621.28,0.457,95,23,2,50000.00,ธุรกิจส่วนตัว,1,ปกติ,17,0
L-22037,2024-05-21,32886.22,0.397,234,40,3,50000.00,พนักงานประจำ,2,ปกติ,14,0
L-22670,2024-05-21,27358.98,0.62,75,29,1,50000.00,พนักงานประจำ,2,ปกติ,25,0
L-23257,2024-05-21,13886.96,0.449,113,35,1,500000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,7,0
L-23498,2024-05-21,31583.30,0.567,20,47,3,300000.00,ข้าราชการ,2,ปกติ,28,0
L-24241,2024-05-21,54749.88,0.695,35,46,5,50000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,9,0
L-24803,2024-05-21,34651.24,0.344,194,41,2,100000.00,ข้าราชการ,2,ปกติ,22,0
L-24866,2024-05-21,10661.05,0.256,186,63,5,100000.00,อาชีพอิสระ,0,ปกติ,14,0
L-25096,2024-05-21,34419.51,0.369,148,39,2,300000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,17,0
L-25869,2024-05-21,41455.44,0.253,56,57,1,200000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,25,0
L-29020,2024-05-21,30093.93,0.673,185,55,5,300000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,29,0
L-23207,2024-05-22,23006.18,0.563,32,45,1,300000.00,ข้าราชการ,0,ปกติ,6,0
L-23408,2024-05-22,36827.42,0.464,120,30,2,200000.00,ธุรกิจส่วนตัว,2,ปกติ,1,0
L-24173,2024-05-22,23242.49,0.501,18,42,0,100000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,1,0
L-25173,2024-05-22,45467.07,0.42,77,47,4,300000.00,ธุรกิจส่วนตัว,10,ค้างชำระ,125,1
L-25258,2024-05-22,27963.18,0.577,158,42,2,200000.00,อาชีพอิสระ,1,ปกติ,30,0
L-25435,2024-05-22,33738.65,0.372,31,55,2,50000.00,ข้าราชการ,5,ค้างชำระ,126,1
L-27823,2024-05-22,55173.04,0.465,205,48,3,150000.00,พนักงานประจำ,0,ปกติ,2,0
L-27927,2024-05-22,20825.33,0.625,61,52,1,100000.00,พนักงานประจำ,0,ปกติ,29,0
L-28605,2024-05-22,46146.49,0.02,154,45,2,300000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,20,0
L-30382,2024-05-22,24939.49,0.294,180,57,1,200000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,5,0
L-30798,2024-05-22,47461.31,0.332,92,23,6,200000.00,ข้าราชการ,1,ปกติ,28,0
L-20310,2024-05-23,28663.55,0.365,188,63,3,300000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,20,0
L-20603,2024-05-23,14502.21,0.164,177,45,2,200000.00,ข้าราชการ,2,ปกติ,16,0
L-21112,2024-05-23,32573.49,0.549,101,49,3,200000.00,ธุรกิจส่วนตัว,2,ปกติ,29,0
L-24615,2024-05-23,25927.07,0.02,189,62,1,300000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,30,0
L-27077,2024-05-23,19859.82,0.313,132,29,2,50000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,2,0
L-27698,2024-05-23,42325.31,0.043,226,25,5,500000.00,ข้าราชการ,1,ปกติ,21,0
L-28139,2024-05-23,48651.54,0.48,14,31,6,100000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,25,0
L-29563,2024-05-23,43483.32,0.47,83,35,0,500000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,28,0
L-29744,2024-05-23,17874.80,0.813,155,62,4,150000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,16,0
L-30132,2024-05-23,44354.16,0.089,162,48,1,300000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,2,0
L-30427,2024-05-23,20643.93,0.085,108,34,2,300000.00,ข้าราชการ,2,ปกติ,9,0
L-31957,2024-05-23,22934.96,0.578,200,49,1,150000.00,พนักงานประจำ,1,ปกติ,12,0
L-22183,2024-05-24,27600.61,0.286,96,33,0,200000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,26,0
L-22772,2024-05-24,33359.40,0.484,120,27,6,200000.00,ธุรกิจส่วนตัว,6,ค้างชำระ,144,1
L-23314,2024-05-24,45579.14,0.299,133,60,6,100000.00,พนักงานประจำ,0,ปกติ,5,0
L-25618,2024-05-24,19231.18,0.423,135,35,6,500000.00,พนักงานประจำ,1,ปกติ,1,0
L-26156,2024-05-24,42463.69,0.564,205,43,2,200000.00,ข้าราชการ,14,ค้างชำระ,55,1
L-26168,2024-05-24,33665.64,0.343,225,51,0,100000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,3,0
L-26312,2024-05-24,26103.03,0.203,54,58,5,50000.00,ธุรกิจส่วนตัว,12,ค้างชำระ,86,1
L-30169,2024-05-24,37966.02,0.166,199,34,3,50000.00,พนักงานประจำ,2,ปกติ,26,0
L-30658,2024-05-24,51999.59,0.196,65,50,3,300000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,13,0
L-20511,2024-05-25,38136.67,0.638,68,53,1,50000.00,พนักงานประจำ,2,ปกติ,3,0
L-21348,2024-05-25,24163.49,0.135,132,42,5,100000.00,ธุรกิจส่วนตัว,0,ปกติ,15,0
L-21468,2024-05-25,31429.05,0.583,55,31,0,150000.00,ธุรกิจส่วนตัว,0,ปกติ,28,0
L-22884,2024-05-25,33286.84,0.134,94,60,2,50000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,19,0
L-24713,2024-05-25,26144.95,0.598,86,48,1,150000.00,ธุรกิจส่วนตัว,2,ปกติ,21,0
L-24882,2024-05-25,51546.97,0.065,129,50,1,300000.00,ธุรกิจส่วนตัว,1,ปกติ,12,0
L-24914,2024-05-25,38375.22,0.489,62,41,3,100000.00,ข้าราชการ,0,ปกติ,3,0
L-25530,2024-05-25,49488.18,0.375,183,30,0,100000.00,ธุรกิจส่วนตัว,2,ปกติ,13,0
L-26719,2024-05-25,26302.43,0.493,105,44,2,50000.00,อาชีพอิสระ,0,ปกติ,27,0
L-27521,2024-05-25,41811.34,0.576,110,33,0,150000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,28,0
L-28075,2024-05-25,41702.06,0.384,141,21,3,500000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,16,0
L-28329,2024-05-25,35128.36,0.632,148,24,0,50000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,25,0
L-28478,2024-05-25,18667.11,0.257,17,65,2,300000.00,ธุรกิจส่วนตัว,1,ปกติ,24,0
L-29376,2024-05-25,38276.38,0.187,134,27,2,100000.00,ข้าราชการ,0,ปกติ,13,0
L-31787,2024-05-25,46283.39,0.152,161,47,1,150000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,15,0
L-20184,2024-05-26,50844.49,0.36,175,58,0,50000.00,พนักงานประจำ,2,ปกติ,16,0
L-20374,2024-05-26,23582.32,0.55,61,34,2,150000.00,ธุรกิจส่วนตัว,0,ปกติ,19,0
L-20439,2024-05-26,33853.52,0.438,170,50,6,100000.00,พนักงานประจำ,0,ปกติ,24,0
L-22236,2024-05-26,31446.70,0.361,127,55,4,100000.00,ธุรกิจส่วนตัว,1,ปกติ,12,0
L-22934,2024-05-26,29317.66,0.682,215,31,1,200000.00,ข้าราชการ,0,ปกติ,5,0
L-23993,2024-05-26,45747.61,0.236,200,35,2,50000.00,ธุรกิจส่วนตัว,0,ปกติ,1,0
L-24105,2024-05-26,9000.00,0.544,219,50,6,150000.00,พนักงานประจำ,8,ค้างชำระ,70,1
L-24577,2024-05-26,55560.72,0.364,27,57,6,300000.00,ข้าราชการ,5,ค้างชำระ,65,1
L-25389,2024-05-26,32011.19,0.589,147,46,6,500000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,2,0
L-27089,2024-05-26,44999.23,0.541,201,58,6,50000.00,อาชีพอิสระ,0,ปกติ,10,0
L-29690,2024-05-26,44877.62,0.483,81,42,1,500000.00,พนักงานประจำ,0,ปกติ,28,0
L-30104,2024-05-26,34090.53,0.02,157,29,3,50000.00,อาชีพอิสระ,1,ปกติ,14,0
L-20031,2024-05-27,34283.85,0.489,224,49,5,200000.00,พนักงานประจำ,10,ค้างชำระ,153,1
L-21154,2024-05-27,70555.88,0.279,7,39,1,50000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,13,0
L-21466,2024-05-27,51153.39,0.173,201,65,1,50000.00,ธุรกิจส่วนตัว,2,ปกติ,30,0
L-22370,2024-05-27,29674.72,0.631,99,26,4,300000.00,อาชีพอิสระ,0,ปกติ,18,0
L-22716,2024-05-27,31201.03,0.589,82,56,5,200000.00,อาชีพอิสระ,4,ค้างชำระ,161,1
L-23385,2024-05-27,59474.33,0.462,118,21,2,50000.00,ธุรกิจส่วนตัว,2,ปกติ,22,0
L-23401,2024-05-27,19189.79,0.442,44,62,4,500000.00,พนักงานประจำ,0,ปกติ,30,0
L-23865,2024-05-27,37532.87,0.144,1,34,3,100000.00,ข้าราชการ,0,ปกติ,12,0
L-24259,2024-05-27,32386.44,0.454,177,32,4,200000.00,ข้าราชการ,14,ค้างชำระ,144,1
L-25399,2024-05-27,41176.39,0.222,83,29,5,500000.00,พนักงานประจำ,0,ปกติ,6,0
L-25705,2024-05-27,29842.31,0.217,148,25,0,200000.00,ธุรกิจส่วนตัว,1,ปกติ,15,0
L-26494,2024-05-27,12328.49,0.154,78,36,1,150000.00,พนักงานประจำ,0,ปกติ,9,0
L-26773,2024-05-27,50870.69,0.729,71,43,2,100000.00,ธุรกิจส่วนตัว,9,ค้างชำระ,74,1
L-28442,2024-05-27,21863.19,0.353,208,28,0,100000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,9,0
L-29337,2024-05-27,9000.00,0.528,10,61,5,500000.00,ข้าราชการ,2,ปกติ,28,0
L-29371,2024-05-27,40609.80,0.259,157,57,4,500000.00,ข้าราชการ,2,ปกติ,24,0
L-21971,2024-05-28,39722.97,0.168,168,47,6,100000.00,อาชีพอิสระ,2,ปกติ,24,0
L-22063,2024-05-28,13526.25,0.335,139,32,0,150000.00,อาชีพอิสระ,2,ปกติ,26,0
L-22444,2024-05-28,31247.09,0.198,157,43,3,150000.00,พนักงานประจำ,0,ปกติ,7,0
L-22616,2024-05-28,32990.61,0.352,109,33,2,100000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,12,0
L-24390,2024-05-28,40348.61,0.503,112,35,0,300000.00,ธุรกิจส่วนตัว,2,ปกติ,8,0
L-26259,2024-05-28,11589.29,0.174,222,56,0,300000.00,ธุรกิจส่วนตัว,0,ปกติ,24,0
L-28292,2024-05-28,28516.29,0.244,32,51,1,200000.00,พนักงานประจำ,2,ปกติ,21,0
L-28788,2024-05-28,19598.29,0.136,24,24,2,200000.00,ธุรกิจส่วนตัว,2,ปกติ,5,0
L-20626,2024-05-29,19671.42,0.303,178,35,5,300000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,8,0
L-20884,2024-05-29,19068.98,0.581,170,29,0,500000.00,พนักงานประจำ,2,ปกติ,24,0
L-22664,2024-05-29,28908.38,0.231,178,60,6,100000.00,ธุรกิจส่วนตัว,0,ปกติ,3,0
L-23744,2024-05-29,13721.37,0.291,148,46,4,200000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,21,0
L-24111,2024-05-29,16479.59,0.528,161,39,1,200000.00,ธุรกิจส่วนตัว,13,ค้างชำระ,65,1
L-24765,2024-05-29,41803.07,0.254,205,27,3,100000.00,พนักงานประจำ,1,ปกติ,26,0
L-25434,2024-05-29,33153.54,0.202,6,29,3,150000.00,ธุรกิจส่วนตัว,0,ปกติ,8,0
L-26588,2024-05-29,32955.20,0.14,6,22,1,100000.00,อาชีพอิสระ,2,ปกติ,11,0
L-28136,2024-05-29,9000.00,0.318,22,58,4,100000.00,ธุรกิจส่วนตัว,2,ปกติ,21,0
L-29431,2024-05-29,9000.00,0.559,71,22,5,50000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,5,0
L-29689,2024-05-29,25093.46,0.241,42,57,3,300000.00,อาชีพอิสระ,1,ปกติ,6,0
L-30739,2024-05-29,33570.37,0.269,139,26,1,500000.00,ข้าราชการ,2,ปกติ,26,0
L-31366,2024-05-29,24361.84,0.382,81,61,5,150000.00,อาชีพอิสระ,2,ปกติ,20,0
L-31863,2024-05-29,37319.51,0.303,70,26,4,150000.00,อาชีพอิสระ,12,ค้างชำระ,59,1
L-20323,2024-05-30,46720.30,0.508,177,29,0,100000.00,พนักงานประจำ,1,ปิดบัญชีแล้ว,23,0
L-21951,2024-05-30,31491.38,0.446,18,42,1,500000.00,ข้าราชการ,0,ปกติ,25,0
L-22281,2024-05-30,40210.65,0.293,178,35,0,300000.00,ข้าราชการ,2,ปกติ,3,0
L-22876,2024-05-30,40805.89,0.066,27,28,0,150000.00,พนักงานประจำ,0,ปกติ,2,0
L-26440,2024-05-30,47404.34,0.381,184,24,6,300000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,17,0
L-26641,2024-05-30,41164.77,0.217,69,64,2,500000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,29,0
L-29682,2024-05-30,33560.62,0.419,187,29,5,500000.00,ธุรกิจส่วนตัว,2,ปกติ,14,0
L-31293,2024-05-30,37407.84,0.274,134,38,5,150000.00,พนักงานประจำ,0,ปกติ,3,0
L-31507,2024-05-30,33471.01,0.478,206,58,1,200000.00,พนักงานประจำ,0,ปกติ,0,0
L-31879,2024-05-30,41059.07,0.02,54,35,5,200000.00,ธุรกิจส่วนตัว,2,ปกติ,28,0
L-21806,2024-05-31,30802.52,0.318,61,50,1,150000.00,พนักงานประจำ,1,ปกติ,17,0
L-21940,2024-05-31,34537.00,0.606,88,44,1,200000.00,ธุรกิจส่วนตัว,1,ปกติ,26,0
L-22344,2024-05-31,30866.06,0.277,60,25,4,500000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,6,0
L-24975,2024-05-31,46053.48,0.194,198,25,3,500000.00,อาชีพอิสระ,0,ปกติ,10,0
L-25651,2024-05-31,30896.40,0.712,113,59,1,300000.00,อาชีพอิสระ,0,ปกติ,19,0
L-27348,2024-05-31,34370.15,0.155,93,63,3,300000.00,ข้าราชการ,1,ปกติ,29,0
L-28166,2024-05-31,31999.95,0.129,180,40,6,50000.00,ธุรกิจส่วนตัว,1,ปกติ,30,0
L-28370,2024-05-31,38714.39,0.327,51,27,1,50000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,28,0
L-28604,2024-05-31,27751.01,0.516,42,53,6,50000.00,อาชีพอิสระ,7,ค้างชำระ,106,1
L-30325,2024-05-31,9000.00,0.367,228,65,2,100000.00,ธุรกิจส่วนตัว,0,ปกติ,10,0
L-31880,2024-05-31,28832.82,0.546,201,31,5,150000.00,พนักงานประจำ,2,ปกติ,8,0
L-21103,2024-06-01,33113.55,0.409,128,38,4,500000.00,ข้าราชการ,2,ปกติ,27,0
L-21839,2024-06-01,48833.20,0.366,131,54,3,300000.00,อาชีพอิสระ,7,ค้างชำระ,78,1
L-23992,2024-06-01,42046.36,0.588,158,21,6,200000.00,พนักงานประจำ,1,ปกติ,21,0
L-25188,2024-06-01,35958.21,0.239,125,57,6,150000.00,ข้าราชการ,1,ปกติ,10,0
L-26278,2024-06-01,40632.12,0.324,62,42,6,50000.00,ธุรกิจส่วนตัว,1,ปกติ,30,0
L-26546,2024-06-01,36333.28,0.499,167,39,6,50000.00,ข้าราชการ,0,ปกติ,9,0
L-27658,2024-06-01,20583.86,0.394,152,39,0,50000.00,พนักงานประจำ,2,ปกติ,15,0
L-29411,2024-06-01,40165.69,0.383,3,28,2,300000.00,อาชีพอิสระ,1,ปกติ,14,0
L-29653,2024-06-01,28767.99,0.511,46,48,4,50000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,25,0
L-30208,2024-06-01,20679.51,0.6,156,24,2,150000.00,ธุรกิจส่วนตัว,2,ปกติ,25,0
L-31322,2024-06-01,44833.47,0.324,53,44,0,50000.00,อาชีพอิสระ,2,ปกติ,7,0
L-31595,2024-06-01,45653.53,0.441,185,27,2,50000.00,ธุรกิจส่วนตัว,2,ปกติ,14,0
L-20850,2024-06-02,11895.21,0.713,205,41,4,500000.00,อาชีพอิสระ,0,ปกติ,11,0
L-21301,2024-06-02,35959.51,0.465,191,31,0,100000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,21,0
L-21711,2024-06-02,50828.23,0.419,166,23,0,150000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,2,0
L-21794,2024-06-02,16131.06,0.215,7,33,5,500000.00,ข้าราชการ,1,ปกติ,24,0
L-22118,2024-06-02,33097.34,0.152,67,24,3,100000.00,ข้าราชการ,1,ปกติ,29,0
L-22460,2024-06-02,56643.50,0.467,31,23,4,200000.00,ธุรกิจส่วนตัว,1,ปกติ,14,0
L-22796,2024-06-02,26017.14,0.286,46,24,2,300000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,5,0
L-23311,2024-06-02,17168.32,0.245,64,29,0,150000.00,พนักงานประจำ,0,ปกติ,17,0
L-24365,2024-06-02,19561.50,0.235,207,45,0,200000.00,ข้าราชการ,0,ปกติ,5,0
L-24977,2024-06-02,51626.57,0.546,63,47,1,150000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,26,0
L-26306,2024-06-02,37496.36,0.473,160,39,5,100000.00,ธุรกิจส่วนตัว,0,ปกติ,26,0
L-26713,2024-06-02,27127.22,0.226,26,65,3,150000.00,พนักงานประจำ,1,ปกติ,10,0
L-28267,2024-06-02,20133.57,0.322,112,61,5,500000.00,พนักงานประจำ,0,ปกติ,10,0
L-28397,2024-06-02,23075.80,0.271,213,33,0,50000.00,พนักงานประจำ,2,ปิดบัญชีแล้ว,7,0
L-28608,2024-06-02,65819.49,0.322,21,60,2,150000.00,ข้าราชการ,0,ปกติ,23,0
L-28718,2024-06-02,9000.00,0.258,231,23,0,50000.00,ธุรกิจส่วนตัว,1,ปกติ,6,0
L-31438,2024-06-02,34909.88,0.16,184,33,6,100000.00,ข้าราชการ,0,ปกติ,25,0
L-31442,2024-06-02,53954.34,0.634,95,40,2,200000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,28,0
L-20361,2024-06-03,44204.77,0.728,212,56,6,50000.00,พนักงานประจำ,0,ปกติ,23,0
L-22700,2024-06-03,42935.41,0.56,170,57,3,200000.00,ธุรกิจส่วนตัว,13,ค้างชำระ,64,1
L-22953,2024-06-03,29066.15,0.433,88,52,1,50000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,6,0
L-23232,2024-06-03,9000.00,0.456,11,59,5,50000.00,ข้าราชการ,6,ค้างชำระ,118,1
L-25991,2024-06-03,9000.00,0.756,227,44,2,200000.00,อาชีพอิสระ,2,ปกติ,21,0
L-26473,2024-06-03,37010.92,0.566,131,62,4,150000.00,อาชีพอิสระ,0,ปกติ,18,0
L-26617,2024-06-03,15733.25,0.304,66,63,3,500000.00,พนักงานประจำ,1,ปกติ,8,0
L-27329,2024-06-03,30501.82,0.342,102,43,5,50000.00,ธุรกิจส่วนตัว,1,ปกติ,7,0
L-27772,2024-06-03,31290.98,0.331,212,55,2,300000.00,อาชีพอิสระ,1,ปิดบัญชีแล้ว,9,0
L-29717,2024-06-03,27943.41,0.285,31,43,3,500000.00,ธุรกิจส่วนตัว,1,ปิดบัญชีแล้ว,28,0
L-30903,2024-06-03,37194.01,0.268,229,59,6,150000.00,ข้าราชการ,0,ปิดบัญชีแล้ว,17,0
L-30940,2024-06-03,35451.33,0.651,79,23,4,100000.00,ธุรกิจส่วนตัว,1,ปกติ,25,0
L-22970,2024-06-04,44035.88,0.525,109,49,6,150000.00,อาชีพอิสระ,0,ปกติ,22,0
L-24333,2024-06-04,37165.33,0.569,67,28,3,300000.00,อาชีพอิสระ,1,ปกติ,5,0
L-24532,2024-06-04,56884.39,0.374,188,41,6,100000.00,ข้าราชการ,0,ปกติ,19,0
L-24919,2024-06-04,44286.53,0.658,216,21,5,50000.00,ข้าราชการ,1,ปกติ,18,0
L-25452,2024-06-04,38437.59,0.112,92,60,0,50000.00,พนักงานประจำ,1,ปกติ,25,0
L-25829,2024-06-04,9000.00,0.112,207,35,1,150000.00,อาชีพอิสระ,1,ปกติ,20,0
L-26628,2024-06-04,37006.70,0.397,2,52,0,500000.00,ธุรกิจส่วนตัว,1,ปกติ,4,0
L-26723,2024-06-04,25778.41,0.377,204,23,5,50000.00,อาชีพอิสระ,2,ปกติ,7,0
L-28870,2024-06-04,40986.56,0.264,2,39,0,500000.00,ธุรกิจส่วนตัว,0,ปกติ,2,0
L-29568,2024-06-04,46490.56,0.373,85,64,6,300000.00,อาชีพอิสระ,0,ปกติ,9,0
L-29654,2024-06-04,17866.73,0.516,184,25,5,100000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,17,0
L-30179,2024-06-04,39242.54,0.266,57,46,5,300000.00,พนักงานประจำ,2,ปกติ,1,0
L-21281,2024-06-05,52486.51,0.435,8,25,6,50000.00,ข้าราชการ,5,ค้างชำระ,149,1
L-21809,2024-06-05,51277.47,0.078,110,31,2,200000.00,ข้าราชการ,0,ปกติ,9,0
L-22008,2024-06-05,25567.26,0.535,145,55,1,50000.00,อาชีพอิสระ,1,ปกติ,22,0
L-27899,2024-06-05,43284.45,0.314,202,58,4,200000.00,ข้าราชการ,0,ปกติ,18,0
L-28524,2024-06-05,19883.48,0.481,198,26,1,300000.00,อาชีพอิสระ,2,ปกติ,8,0
L-30455,2024-06-05,9000.00,0.02,135,60,2,100000.00,อาชีพอิสระ,2,ปกติ,16,0
L-21955,2024-06-06,9000.00,0.678,84,63,3,50000.00,อาชีพอิสระ,14,ค้างชำระ,146,1
L-22315,2024-06-06,39575.51,0.432,143,64,6,100000.00,อาชีพอิสระ,0,ปิดบัญชีแล้ว,24,0
L-25139,2024-06-06,26428.36,0.375,95,40,3,500000.00,พนักงานประจำ,0,ปิดบัญชีแล้ว,3,0
L-26264,2024-06-06,24186.09,0.122,80,26,5,50000.00,พนักงานประจำ,0,ปกติ,12,0
L-27849,2024-06-06,27700.85,0.305,234,38,4,500000.00,ธุรกิจส่วนตัว,8,ค้างชำระ,65,1
L-30568,2024-06-06,40415.00,0.334,32,24,3,200000.00,อาชีพอิสระ,2,ปิดบัญชีแล้ว,19,0
L-30602,2024-06-06,57207.16,0.355,133,36,0,150000.00,ธุรกิจส่วนตัว,2,ปิดบัญชีแล้ว,3,0
L-30620,2024-06-06,48002.52,0.559,132,55,3,500000.00,พนักงานประจำ,1,ปกติ,8,0
L-31932,2024-06-06,55297.83,0.622,33,41,2,100000.00,พนักงานประจำ,2,ปกติ,10,0
L-20472,2024-06-07,49524.53,0.206,234,23,3,200000.00,ข้าราชการ,0,ปกติ,14,0
L-22415,2024-06-07,38441.65,0.672,209,54,6,50000.00,ข้าราชการ,2,ปิดบัญชีแล้ว,11,0
L-24987,2024-06-07,19205.84,0.366,76,63,2,300000.00,ข้าราชการ,1,ปกติ,29,0
L-25330,2024-06-07,43793.48,0.594,104,53,4,300000.00,ธุรกิจส่วนตัว,0,ปิดบัญชีแล้ว,16,0
L-26703,2024-06-07,49531.84,0.124,38,64,5,50000.00,ข้าราชการ,0,ปกติ,5,0
L-27901,2024-06-07,9000.00,0.484,90,54,5,100000.00,ข้าราชการ,2,ปกติ,20,0
L-28312,2024-06-07,44627.33,0.39,123,33,3,100000.00,ข้าราชการ,1,ปิดบัญชีแล้ว,24,0
