sales_date,store_id,region,net_amount,transactions
2024-04-13,S-06,ภาคใต้,82561.46,281
2024-04-13,S-90,ภาคกลาง,154802.74,542
2024-04-14,S-01,ภาคกลาง,137163.5,683
2024-04-14,S-02,ภาคกลาง,137163.5,707
2024-04-14,S-03,ภาคอีสาน,77725.98,270
2024-04-14,S-04,ภาคอีสาน,77725.98,264
2024-04-14,S-05,ภาคเหนือ,82298.1,364
2024-04-14,S-06,ภาคใต้,73153.87,258
2024-04-14,S-90,ภาคกลาง,137163.5,497
2024-04-15,S-01,ภาคกลาง,107508.55,380
2024-04-15,S-02,ภาคกลาง,107508.55,436
2024-04-15,S-03,ภาคอีสาน,60921.51,279
2024-04-15,S-04,ภาคอีสาน,60921.51,191
2024-04-15,S-05,ภาคเหนือ,64505.13,226
2024-04-15,S-06,ภาคใต้,57337.9,186
2024-04-15,S-90,ภาคกลาง,107508.55,360
2024-04-16,S-01,ภาคกลาง,104624.98,346
2024-04-16,S-02,ภาคกลาง,104624.98,411
2024-04-16,S-03,ภาคอีสาน,59287.49,227
2024-04-16,S-04,ภาคอีสาน,59287.49,221
2024-04-16,S-05,ภาคเหนือ,62774.99,199
2024-04-16,S-06,ภาคใต้,55799.99,203
2024-04-16,S-90,ภาคกลาง,104624.98,350
2024-04-17,S-01,ภาคกลาง,73472.07,380
2024-04-17,S-02,ภาคกลาง,73472.07,326
2024-04-17,S-03,ภาคอีสาน,41634.17,228
2024-04-17,S-04,ภาคอีสาน,41634.17,203
2024-04-17,S-05,ภาคเหนือ,44083.24,230
2024-04-17,S-06,ภาคใต้,39185.1,147
2024-04-17,S-90,ภาคกลาง,73472.07,335
2024-04-18,S-01,ภาคกลาง,74549.94,250
2024-04-18,S-02,ภาคกลาง,74549.94,338
2024-04-18,S-03,ภาคอีสาน,42244.97,153
2024-04-18,S-04,ภาคอีสาน,42244.97,203
2024-04-18,S-05,ภาคเหนือ,44729.96,144
2024-04-18,S-06,ภาคใต้,39759.97,156
2024-04-18,S-90,ภาคกลาง,74549.94,412
2024-04-19,S-01,ภาคกลาง,70397.1,326
2024-04-19,S-02,ภาคกลาง,70397.1,257
2024-04-19,S-03,ภาคอีสาน,39891.69,165
2024-04-19,S-04,ภาคอีสาน,39891.69,144
2024-04-19,S-05,ภาคเหนือ,42238.26,152
2024-04-19,S-06,ภาคใต้,37545.12,132
2024-04-19,S-90,ภาคกลาง,70397.1,277
2024-04-20,S-01,ภาคกลาง,92792.06,485
2024-04-20,S-02,ภาคกลาง,92792.06,459
2024-04-20,S-03,ภาคอีสาน,52582.17,222
2024-04-20,S-04,ภาคอีสาน,52582.17,272
2024-04-20,S-05,ภาคเหนือ,55675.24,179
2024-04-20,S-06,ภาคใต้,49489.1,219
2024-04-20,S-90,ภาคกลาง,92792.06,333
2024-04-21,S-01,ภาคกลาง,94355.47,386
2024-04-21,S-02,ภาคกลาง,94355.47,349
2024-04-21,S-03,ภาคอีสาน,53468.1,175
2024-04-21,S-04,ภาคอีสาน,53468.1,222
2024-04-21,S-05,ภาคเหนือ,56613.28,250
2024-04-21,S-06,ภาคใต้,50322.92,222
2024-04-21,S-90,ภาคกลาง,94355.47,301
2024-04-22,S-01,ภาคกลาง,69484.85,333
2024-04-22,S-02,ภาคกลาง,69484.85,324
2024-04-22,S-03,ภาคอีสาน,39374.75,182
2024-04-22,S-04,ภาคอีสาน,39374.75,154
2024-04-22,S-05,ภาคเหนือ,41690.91,151
2024-04-22,S-06,ภาคใต้,37058.59,161
2024-04-22,S-90,ภาคกลาง,69484.85,352
2024-04-23,S-01,ภาคกลาง,69167.12,218
2024-04-23,S-02,ภาคกลาง,69167.12,368
2024-04-23,S-03,ภาคอีสาน,39194.7,188
2024-04-23,S-04,ภาคอีสาน,39194.7,128
2024-04-23,S-05,ภาคเหนือ,41500.27,190
2024-04-23,S-06,ภาคใต้,36889.13,130
2024-04-23,S-90,ภาคกลาง,69167.12,253
2024-04-24,S-01,ภาคกลาง,82555.9,376
2024-04-24,S-02,ภาคกลาง,82555.9,318
2024-04-24,S-03,ภาคอีสาน,46781.68,177
2024-04-24,S-04,ภาคอีสาน,46781.68,172
2024-04-24,S-05,ภาคเหนือ,49533.54,164
2024-04-24,S-06,ภาคใต้,44029.81,202
2024-04-24,S-90,ภาคกลาง,82555.9,279
2024-04-25,S-01,ภาคกลาง,83250.42,343
2024-04-25,S-02,ภาคกลาง,83250.42,282
2024-04-25,S-03,ภาคอีสาน,47175.24,190
2024-04-25,S-04,ภาคอีสาน,47175.24,215
2024-04-25,S-05,ภาคเหนือ,49950.25,214
2024-04-25,S-06,ภาคใต้,44400.23,215
2024-04-25,S-90,ภาคกลาง,83250.42,271
2024-04-26,S-01,ภาคกลาง,80391.95,316
2024-04-26,S-02,ภาคกลาง,80391.95,315
2024-04-26,S-03,ภาคอีสาน,45555.44,190
2024-04-26,S-04,ภาคอีสาน,45555.44,250
2024-04-26,S-05,ภาคเหนือ,48235.17,231
2024-04-26,S-06,ภาคใต้,42875.71,163
2024-04-26,S-90,ภาคกลาง,80391.95,291
2024-04-27,S-01,ภาคกลาง,97783.14,457
2024-04-27,S-02,ภาคกลาง,97783.14,372
2024-04-27,S-03,ภาคอีสาน,55410.45,183
2024-04-27,S-04,ภาคอีสาน,55410.45,214
2024-04-27,S-05,ภาคเหนือ,58669.89,212
2024-04-27,S-06,ภาคใต้,52151.01,182
2024-04-27,S-90,ภาคกลาง,97783.14,449
2024-04-28,S-01,ภาคกลาง,114374.84,457
2024-04-28,S-02,ภาคกลาง,114374.84,567
2024-04-28,S-03,ภาคอีสาน,64812.41,234
2024-04-28,S-04,ภาคอีสาน,64812.41,341
2024-04-28,S-05,ภาคเหนือ,68624.91,345
2024-04-28,S-06,ภาคใต้,60999.92,201
2024-04-28,S-90,ภาคกลาง,114374.84,390
2024-04-29,S-01,ภาคกลาง,75955.83,419
2024-04-29,S-02,ภาคกลาง,75955.83,334
2024-04-29,S-03,ภาคอีสาน,43041.64,146
2024-04-29,S-04,ภาคอีสาน,43041.64,144
2024-04-29,S-05,ภาคเหนือ,45573.5,233
2024-04-29,S-06,ภาคใต้,40509.77,141
2024-04-29,S-90,ภาคกลาง,75955.83,306
2024-04-30,S-01,ภาคกลาง,82785.5,340
2024-04-30,S-02,ภาคกลาง,82785.5,339
2024-04-30,S-03,ภาคอีสาน,46911.79,199
2024-04-30,S-04,ภาคอีสาน,46911.79,173
2024-04-30,S-05,ภาคเหนือ,49671.3,255
2024-04-30,S-06,ภาคใต้,44152.27,178
2024-04-30,S-90,ภาคกลาง,82785.5,313
2024-05-01,S-01,ภาคกลาง,77325.2,257
2024-05-01,S-02,ภาคกลาง,77325.2,302
2024-05-01,S-03,ภาคอีสาน,43817.61,199
2024-05-01,S-04,ภาคอีสาน,43817.61,181
2024-05-01,S-05,ภาคเหนือ,46395.12,168
2024-05-01,S-06,ภาคใต้,41240.11,212
2024-05-01,S-90,ภาคกลาง,77325.2,360
2024-05-02,S-01,ภาคกลาง,87063.27,382
2024-05-02,S-02,ภาคกลาง,87063.27,402
2024-05-02,S-03,ภาคอีสาน,49335.85,165
2024-05-02,S-04,ภาคอีสาน,49335.85,173
2024-05-02,S-05,ภาคเหนือ,52237.96,287
2024-05-02,S-06,ภาคใต้,46433.74,160
2024-05-02,S-90,ภาคกลาง,87063.27,346
2024-05-03,S-01,ภาคกลาง,74618.22,342
2024-05-03,S-02,ภาคกลาง,74618.22,261
2024-05-03,S-03,ภาคอีสาน,42283.66,226
2024-05-03,S-04,ภาคอีสาน,42283.66,134
2024-05-03,S-05,ภาคเหนือ,44770.93,216
2024-05-03,S-06,ภาคใต้,39796.38,138
2024-05-03,S-90,ภาคกลาง,74618.22,401
2024-05-04,S-01,ภาคกลาง,101077.27,374
2024-05-04,S-02,ภาคกลาง,101077.27,358
2024-05-04,S-03,ภาคอีสาน,57277.12,214
2024-05-04,S-04,ภาคอีสาน,57277.12,183
2024-05-04,S-05,ภาคเหนือ,60646.36,297
2024-05-04,S-06,ภาคใต้,53907.87,197
2024-05-04,S-90,ภาคกลาง,101077.27,496
2024-05-05,S-01,ภาคกลาง,102782.01,486
2024-05-05,S-02,ภาคกลาง,102782.01,495
2024-05-05,S-03,ภาคอีสาน,58243.14,210
2024-05-05,S-04,ภาคอีสาน,58243.14,268
2024-05-05,S-05,ภาคเหนือ,61669.2,336
2024-05-05,S-06,ภาคใต้,54817.07,230
2024-05-05,S-90,ภาคกลาง,102782.01,369
2024-05-06,S-01,ภาคกลาง,86013.92,278
2024-05-06,S-02,ภาคกลาง,86013.92,425
2024-05-06,S-03,ภาคอีสาน,48741.22,269
2024-05-06,S-04,ภาคอีสาน,48741.22,205
2024-05-06,S-05,ภาคเหนือ,51608.35,232
2024-05-06,S-06,ภาคใต้,45874.09,220
2024-05-06,S-90,ภาคกลาง,86013.92,428
2024-05-07,S-01,ภาคกลาง,70578.47,221
2024-05-07,S-02,ภาคกลาง,70578.47,323
2024-05-07,S-03,ภาคอีสาน,39994.47,197
2024-05-07,S-04,ภาคอีสาน,39994.47,132
2024-05-07,S-05,ภาคเหนือ,42347.08,233
2024-05-07,S-06,ภาคใต้,37641.85,197
2024-05-07,S-90,ภาคกลาง,70578.47,231
2024-05-08,S-01,ภาคกลาง,85121.47,289
2024-05-08,S-02,ภาคกลาง,85121.47,296
2024-05-08,S-03,ภาคอีสาน,48235.5,185
2024-05-08,S-04,ภาคอีสาน,48235.5,228
2024-05-08,S-05,ภาคเหนือ,51072.88,167
2024-05-08,S-06,ภาคใต้,45398.12,145
2024-05-08,S-90,ภาคกลาง,85121.47,304
2024-05-09,S-01,ภาคกลาง,73851.03,312
2024-05-09,S-02,ภาคกลาง,73851.03,331
2024-05-09,S-03,ภาคอีสาน,41848.91,131
2024-05-09,S-04,ภาคอีสาน,41848.91,148
2024-05-09,S-05,ภาคเหนือ,44310.62,179
2024-05-09,S-06,ภาคใต้,39387.21,200
2024-05-09,S-90,ภาคกลาง,73851.03,325
2024-05-10,S-01,ภาคกลาง,70243.85,355
2024-05-10,S-02,ภาคกลาง,70243.85,224
2024-05-10,S-03,ภาคอีสาน,39804.85,141
2024-05-10,S-04,ภาคอีสาน,39804.85,132
2024-05-10,S-05,ภาคเหนือ,42146.31,191
2024-05-10,S-06,ภาคใต้,37463.39,127
2024-05-10,S-90,ภาคกลาง,70243.85,370
2024-05-11,S-01,ภาคกลาง,96536.78,460
2024-05-11,S-02,ภาคกลาง,96536.78,372
2024-05-11,S-03,ภาคอีสาน,54704.17,223
2024-05-11,S-04,ภาคอีสาน,54704.17,188
2024-05-11,S-05,ภาคเหนือ,57922.07,214
2024-05-11,S-06,ภาคใต้,51486.28,206
2024-05-11,S-90,ภาคกลาง,96536.78,328
2024-05-12,S-01,ภาคกลาง,94430.5,319
2024-05-12,S-02,ภาคกลาง,94430.5,493
2024-05-12,S-03,ภาคอีสาน,53510.62,220
2024-05-12,S-04,ภาคอีสาน,53510.62,281
2024-05-12,S-05,ภาคเหนือ,56658.3,301
2024-05-12,S-06,ภาคใต้,50362.93,185
2024-05-12,S-90,ภาคกลาง,94430.5,429
2024-05-13,S-01,ภาคกลาง,70750.82,366
2024-05-13,S-02,ภาคกลาง,70750.82,273
2024-05-13,S-03,ภาคอีสาน,40092.13,128
2024-05-13,S-04,ภาคอีสาน,40092.13,190
2024-05-13,S-05,ภาคเหนือ,42450.49,141
2024-05-13,S-06,ภาคใต้,37733.77,182
2024-05-13,S-90,ภาคกลาง,70750.82,283
2024-05-14,S-01,ภาคกลาง,76140.81,411
2024-05-14,S-02,ภาคกลาง,76140.81,348
2024-05-14,S-03,ภาคอีสาน,43146.46,136
2024-05-14,S-04,ภาคอีสาน,43146.46,138
2024-05-14,S-05,ภาคเหนือ,45684.49,190
2024-05-14,S-06,ภาคใต้,40608.43,132
2024-05-14,S-90,ภาคกลาง,76140.81,319
2024-05-15,S-01,ภาคกลาง,88797.24,364
2024-05-15,S-02,ภาคกลาง,88797.24,446
2024-05-15,S-03,ภาคอีสาน,50318.43,192
2024-05-15,S-04,ภาคอีสาน,50318.43,184
2024-05-15,S-05,ภาคเหนือ,53278.34,182
2024-05-15,S-06,ภาคใต้,47358.53,175
2024-05-15,S-90,ภาคกลาง,88797.24,369
2024-05-16,S-01,ภาคกลาง,87341.73,368
2024-05-16,S-02,ภาคกลาง,87341.73,418
2024-05-16,S-03,ภาคอีสาน,49493.65,168
2024-05-16,S-04,ภาคอีสาน,49493.65,162
2024-05-16,S-05,ภาคเหนือ,52405.04,179
2024-05-16,S-06,ภาคใต้,46582.25,152
2024-05-16,S-90,ภาคกลาง,87341.73,337
2024-05-17,S-01,ภาคกลาง,77050.51,270
2024-05-17,S-02,ภาคกลาง,77050.51,265
2024-05-17,S-03,ภาคอีสาน,43661.95,188
2024-05-17,S-04,ภาคอีสาน,43661.95,158
2024-05-17,S-05,ภาคเหนือ,46230.3,162
2024-05-17,S-06,ภาคใต้,41093.6,202
2024-05-17,S-90,ภาคกลาง,77050.51,257
2024-05-18,S-01,ภาคกลาง,119188.69,637
2024-05-18,S-02,ภาคกลาง,119188.69,598
2024-05-18,S-03,ภาคอีสาน,67540.26,237
2024-05-18,S-04,ภาคอีสาน,67540.26,219
2024-05-18,S-05,ภาคเหนือ,71513.21,270
2024-05-18,S-06,ภาคใต้,63567.3,218
2024-05-18,S-90,ภาคกลาง,119188.69,570
2024-05-19,S-01,ภาคกลาง,104975.37,498
2024-05-19,S-02,ภาคกลาง,104975.37,468
2024-05-19,S-03,ภาคอีสาน,59486.05,285
2024-05-19,S-04,ภาคอีสาน,59486.05,190
2024-05-19,S-05,ภาคเหนือ,62985.22,243
2024-05-19,S-06,ภาคใต้,55986.87,196
2024-05-19,S-90,ภาคกลาง,104975.37,357
2024-05-20,S-01,ภาคกลาง,84736.66,324
2024-05-20,S-02,ภาคกลาง,84736.66,306
2024-05-20,S-03,ภาคอีสาน,48017.44,238
2024-05-20,S-04,ภาคอีสาน,48017.44,158
2024-05-20,S-05,ภาคเหนือ,50842.0,163
2024-05-20,S-06,ภาคใต้,45192.89,235
2024-05-20,S-90,ภาคกลาง,84736.66,281
2024-05-21,S-01,ภาคกลาง,74156.77,261
2024-05-21,S-02,ภาคกลาง,74156.77,322
2024-05-21,S-03,ภาคอีสาน,42022.17,161
2024-05-21,S-04,ภาคอีสาน,42022.17,167
2024-05-21,S-05,ภาคเหนือ,44494.06,244
2024-05-21,S-06,ภาคใต้,39550.28,162
2024-05-21,S-90,ภาคกลาง,74156.77,348
2024-05-22,S-01,ภาคกลาง,85572.43,277
2024-05-22,S-02,ภาคกลาง,85572.43,462
2024-05-22,S-03,ภาคอีสาน,48491.04,222
2024-05-22,S-04,ภาคอีสาน,48491.04,219
2024-05-22,S-05,ภาคเหนือ,51343.46,281
2024-05-22,S-06,ภาคใต้,45638.63,154
2024-05-22,S-90,ภาคกลาง,85572.43,287
2024-05-23,S-01,ภาคกลาง,75908.71,404
2024-05-23,S-02,ภาคกลาง,75908.71,318
2024-05-23,S-03,ภาคอีสาน,43014.93,186
2024-05-23,S-04,ภาคอีสาน,43014.93,167
2024-05-23,S-05,ภาคเหนือ,45545.22,181
2024-05-23,S-06,ภาคใต้,40484.64,132
2024-05-23,S-90,ภาคกลาง,75908.71,264
2024-05-24,S-01,ภาคกลาง,86802.43,409
2024-05-24,S-02,ภาคกลาง,86802.43,274
2024-05-24,S-03,ภาคอีสาน,49188.05,224
2024-05-24,S-04,ภาคอีสาน,49188.05,232
2024-05-24,S-05,ภาคเหนือ,52081.46,186
2024-05-24,S-06,ภาคใต้,46294.63,236
2024-05-24,S-90,ภาคกลาง,86802.43,417
2024-05-25,S-01,ภาคกลาง,115119.94,468
2024-05-25,S-02,ภาคกลาง,115119.94,363
2024-05-25,S-03,ภาคอีสาน,65234.63,324
2024-05-25,S-04,ภาคอีสาน,65234.63,215
2024-05-25,S-05,ภาคเหนือ,69071.96,259
2024-05-25,S-06,ภาคใต้,61397.3,208
2024-05-25,S-90,ภาคกลาง,115119.94,515
2024-05-26,S-01,ภาคกลาง,112354.91,489
2024-05-26,S-02,ภาคกลาง,112354.91,389
2024-05-26,S-03,ภาคอีสาน,63667.78,219
2024-05-26,S-04,ภาคอีสาน,63667.78,285
2024-05-26,S-05,ภาคเหนือ,67412.95,278
2024-05-26,S-06,ภาคใต้,59922.62,209
2024-05-26,S-90,ภาคกลาง,112354.91,569
2024-05-27,S-01,ภาคกลาง,76007.87,266
2024-05-27,S-02,ภาคกลาง,76007.87,298
2024-05-27,S-03,ภาคอีสาน,43071.12,163
2024-05-27,S-04,ภาคอีสาน,43071.12,155
2024-05-27,S-05,ภาคเหนือ,45604.72,204
2024-05-27,S-06,ภาคใต้,40537.53,204
2024-05-27,S-90,ภาคกลาง,76007.87,334
2024-05-28,S-01,ภาคกลาง,75765.58,273
2024-05-28,S-02,ภาคกลาง,75765.58,384
2024-05-28,S-03,ภาคอีสาน,42933.83,138
2024-05-28,S-04,ภาคอีสาน,42933.83,230
2024-05-28,S-05,ภาคเหนือ,45459.35,212
2024-05-28,S-06,ภาคใต้,40408.31,130
2024-05-28,S-90,ภาคกลาง,75765.58,272
2024-05-29,S-01,ภาคกลาง,80283.56,306
2024-05-29,S-02,ภาคกลาง,80283.56,437
2024-05-29,S-03,ภาคอีสาน,45494.02,245
2024-05-29,S-04,ภาคอีสาน,45494.02,161
2024-05-29,S-05,ภาคเหนือ,48170.14,255
2024-05-29,S-06,ภาคใต้,42817.9,236
2024-05-29,S-90,ภาคกลาง,80283.56,362
2024-05-30,S-01,ภาคกลาง,79878.29,434
2024-05-30,S-02,ภาคกลาง,79878.29,420
2024-05-30,S-03,ภาคอีสาน,45264.36,241
2024-05-30,S-04,ภาคอีสาน,45264.36,176
2024-05-30,S-05,ภาคเหนือ,47926.97,179
2024-05-30,S-06,ภาคใต้,42601.75,142
2024-05-30,S-90,ภาคกลาง,79878.29,386
2024-05-31,S-01,ภาคกลาง,85625.15,472
2024-05-31,S-02,ภาคกลาง,85625.15,409
2024-05-31,S-03,ภาคอีสาน,48520.92,178
2024-05-31,S-04,ภาคอีสาน,48520.92,223
2024-05-31,S-05,ภาคเหนือ,51375.09,229
2024-05-31,S-06,ภาคใต้,45666.75,199
2024-05-31,S-90,ภาคกลาง,85625.15,301
2024-06-01,S-01,ภาคกลาง,105872.1,520
2024-06-01,S-02,ภาคกลาง,105872.1,333
2024-06-01,S-03,ภาคอีสาน,59994.19,208
2024-06-01,S-04,ภาคอีสาน,59994.19,299
2024-06-01,S-05,ภาคเหนือ,63523.26,265
2024-06-01,S-06,ภาคใต้,56465.12,232
2024-06-01,S-90,ภาคกลาง,105872.1,475
2024-06-02,S-01,ภาคกลาง,105562.9,373
2024-06-02,S-02,ภาคกลาง,105562.9,448
2024-06-02,S-03,ภาคอีสาน,59818.98,265
2024-06-02,S-04,ภาคอีสาน,59818.98,297
2024-06-02,S-05,ภาคเหนือ,63337.74,260
2024-06-02,S-06,ภาคใต้,56300.21,188
2024-06-02,S-90,ภาคกลาง,105562.9,338
2024-06-03,S-01,ภาคกลาง,71484.91,384
2024-06-03,S-02,ภาคกลาง,71484.91,268
2024-06-03,S-03,ภาคอีสาน,40508.12,127
2024-06-03,S-04,ภาคอีสาน,40508.12,158
2024-06-03,S-05,ภาคเหนือ,42890.95,147
2024-06-03,S-06,ภาคใต้,38125.29,163
2024-06-03,S-90,ภาคกลาง,71484.91,259
2024-06-04,S-01,ภาคกลาง,86220.61,299
2024-06-04,S-02,ภาคกลาง,86220.61,334
2024-06-04,S-03,ภาคอีสาน,48858.35,179
2024-06-04,S-04,ภาคอีสาน,48858.35,181
2024-06-04,S-05,ภาคเหนือ,51732.37,205
2024-06-04,S-06,ภาคใต้,45984.33,167
2024-06-04,S-90,ภาคกลาง,86220.61,295
2024-06-05,S-01,ภาคกลาง,31404.48,101
2024-06-05,S-02,ภาคกลาง,31404.48,156
2024-06-05,S-03,ภาคอีสาน,17795.87,59
2024-06-05,S-04,ภาคอีสาน,17795.87,66
2024-06-05,S-05,ภาคเหนือ,18842.69,86
2024-06-05,S-06,ภาคใต้,16749.06,73
2024-06-05,S-90,ภาคกลาง,31404.48,100
2024-06-06,S-01,ภาคกลาง,24785.12,99
2024-06-06,S-02,ภาคกลาง,24785.12,98
2024-06-06,S-03,ภาคอีสาน,14044.9,57
2024-06-06,S-04,ภาคอีสาน,14044.9,48
2024-06-06,S-05,ภาคเหนือ,14871.07,64
2024-06-06,S-06,ภาคใต้,13218.73,50
2024-06-06,S-90,ภาคกลาง,24785.12,134
2024-06-07,S-01,ภาคกลาง,27679.2,90
2024-06-07,S-02,ภาคกลาง,27679.2,109
2024-06-07,S-03,ภาคอีสาน,15684.88,52
2024-06-07,S-04,ภาคอีสาน,15684.88,56
2024-06-07,S-05,ภาคเหนือ,16607.52,63
2024-06-07,S-06,ภาคใต้,14762.24,66
2024-06-07,S-90,ภาคกลาง,27679.2,120
2024-06-08,S-01,ภาคกลาง,42456.1,176
2024-06-08,S-02,ภาคกลาง,42456.1,213
2024-06-08,S-03,ภาคอีสาน,24058.46,120
2024-06-08,S-04,ภาคอีสาน,24058.46,84
2024-06-08,S-05,ภาคเหนือ,25473.66,83
2024-06-08,S-06,ภาคใต้,22643.26,77
2024-06-08,S-90,ภาคกลาง,42456.1,229
2024-06-09,S-01,ภาคกลาง,37314.21,181
2024-06-09,S-02,ภาคกลาง,37314.21,121
2024-06-09,S-03,ภาคอีสาน,21144.72,116
2024-06-09,S-04,ภาคอีสาน,21144.72,101
2024-06-09,S-05,ภาคเหนือ,22388.53,109
2024-06-09,S-06,ภาคใต้,19900.91,78
2024-06-09,S-90,ภาคกลาง,37314.21,142
2024-06-10,S-01,ภาคกลาง,25966.8,118
2024-06-10,S-02,ภาคกลาง,25966.8,95
2024-06-10,S-03,ภาคอีสาน,14714.52,58
2024-06-10,S-04,ภาคอีสาน,14714.52,47
2024-06-10,S-05,ภาคเหนือ,15580.08,54
2024-06-10,S-06,ภาคใต้,13848.96,55
2024-06-10,S-90,ภาคกลาง,25966.8,143
2024-06-11,S-01,ภาคกลาง,24945.37,121
2024-06-11,S-02,ภาคกลาง,24945.37,135
2024-06-11,S-03,ภาคอีสาน,14135.71,67
2024-06-11,S-04,ภาคอีสาน,14135.71,46
2024-06-11,S-05,ภาคเหนือ,14967.22,79
2024-06-11,S-06,ภาคใต้,13304.2,61
2024-06-11,S-90,ภาคกลาง,24945.37,110
2024-06-12,S-01,ภาคกลาง,27610.52,102
2024-06-12,S-02,ภาคกลาง,27610.52,130
2024-06-12,S-03,ภาคอีสาน,15645.96,58
2024-06-12,S-04,ภาคอีสาน,15645.96,51
2024-06-12,S-05,ภาคเหนือ,16566.31,65
2024-06-12,S-06,ภาคใต้,14725.61,52
2024-06-12,S-90,ภาคกลาง,27610.52,93
2024-06-13,S-01,ภาคกลาง,25233.08,119
2024-06-13,S-02,ภาคกลาง,25233.08,99
2024-06-13,S-03,ภาคอีสาน,14298.75,76
2024-06-13,S-04,ภาคอีสาน,14298.75,51
2024-06-13,S-05,ภาคเหนือ,15139.85,47
2024-06-13,S-06,ภาคใต้,13457.64,49
2024-06-13,S-90,ภาคกลาง,25233.08,119
2024-06-14,S-01,ภาคกลาง,30450.18,114
2024-06-14,S-02,ภาคกลาง,30450.18,138
2024-06-14,S-03,ภาคอีสาน,17255.1,74
2024-06-14,S-04,ภาคอีสาน,17255.1,85
2024-06-14,S-05,ภาคเหนือ,18270.11,79
2024-06-14,S-06,ภาคใต้,16240.09,78
2024-06-14,S-90,ภาคกลาง,30450.18,99
2024-06-15,S-01,ภาคกลาง,37773.7,144
2024-06-15,S-02,ภาคกลาง,37773.7,192
2024-06-15,S-03,ภาคอีสาน,21405.1,74
2024-06-15,S-04,ภาคอีสาน,21405.1,85
2024-06-15,S-05,ภาคเหนือ,22664.22,96
2024-06-15,S-06,ภาคใต้,20145.97,87
2024-06-15,S-90,ภาคกลาง,37773.7,187
2024-06-16,S-01,ภาคกลาง,36517.04,181
2024-06-16,S-02,ภาคกลาง,36517.04,163
2024-06-16,S-03,ภาคอีสาน,20692.99,109
2024-06-16,S-04,ภาคอีสาน,20692.99,94
2024-06-16,S-05,ภาคเหนือ,21910.22,120
2024-06-16,S-06,ภาคใต้,19475.75,69
2024-06-16,S-90,ภาคกลาง,36517.04,123
2024-06-17,S-01,ภาคกลาง,30626.85,159
2024-06-17,S-02,ภาคกลาง,30626.85,126
2024-06-17,S-03,ภาคอีสาน,17355.21,69
2024-06-17,S-04,ภาคอีสาน,17355.21,63
2024-06-17,S-05,ภาคเหนือ,18376.11,77
2024-06-17,S-06,ภาคใต้,16334.32,53
2024-06-17,S-90,ภาคกลาง,30626.85,128
2024-06-18,S-01,ภาคกลาง,26354.43,115
2024-06-18,S-02,ภาคกลาง,26354.43,87
2024-06-18,S-03,ภาคอีสาน,14934.18,71
2024-06-18,S-04,ภาคอีสาน,14934.18,70
2024-06-18,S-05,ภาคเหนือ,15812.66,58
2024-06-18,S-06,ภาคใต้,14055.7,59
2024-06-18,S-90,ภาคกลาง,26354.43,105
2024-06-19,S-01,ภาคกลาง,82835.37,434
2024-06-19,S-02,ภาคกลาง,82835.37,425
2024-06-19,S-03,ภาคอีสาน,46940.04,153
2024-06-19,S-04,ภาคอีสาน,46940.04,148
2024-06-19,S-05,ภาคเหนือ,49701.22,179
2024-06-19,S-06,ภาคใต้,44178.86,142
2024-06-19,S-90,ภาคกลาง,82835.37,322
2024-06-20,S-01,ภาคกลาง,73339.1,305
2024-06-20,S-02,ภาคกลาง,73339.1,360
2024-06-20,S-03,ภาคอีสาน,41558.82,182
2024-06-20,S-04,ภาคอีสาน,41558.82,181
2024-06-20,S-05,ภาคเหนือ,44003.46,198
2024-06-20,S-06,ภาคใต้,39114.19,148
2024-06-20,S-90,ภาคกลาง,73339.1,233
2024-06-21,S-01,ภาคกลาง,88124.29,426
2024-06-21,S-02,ภาคกลาง,88124.29,355
2024-06-21,S-03,ภาคอีสาน,49937.1,214
2024-06-21,S-04,ภาคอีสาน,49937.1,208
2024-06-21,S-05,ภาคเหนือ,52874.57,166
2024-06-21,S-06,ภาคใต้,46999.62,245
2024-06-21,S-90,ภาคกลาง,88124.29,451
2024-06-22,S-01,ภาคกลาง,103550.02,347
2024-06-22,S-02,ภาคกลาง,103550.02,394
2024-06-22,S-03,ภาคอีสาน,58678.34,232
2024-06-22,S-04,ภาคอีสาน,58678.34,289
2024-06-22,S-05,ภาคเหนือ,62130.01,272
2024-06-22,S-06,ภาคใต้,55226.68,197
2024-06-22,S-90,ภาคกลาง,103550.02,375
2024-06-23,S-01,ภาคกลาง,99100.33,467
2024-06-23,S-02,ภาคกลาง,99100.33,503
2024-06-23,S-03,ภาคอีสาน,56156.85,207
2024-06-23,S-04,ภาคอีสาน,56156.85,224
2024-06-23,S-05,ภาคเหนือ,59460.2,289
2024-06-23,S-06,ภาคใต้,52853.51,209
2024-06-23,S-90,ภาคกลาง,99100.33,355
2024-06-24,S-01,ภาคกลาง,86373.88,278
2024-06-24,S-02,ภาคกลาง,86373.88,333
2024-06-24,S-03,ภาคอีสาน,48945.2,263
2024-06-24,S-04,ภาคอีสาน,48945.2,250
2024-06-24,S-05,ภาคเหนือ,51824.33,197
2024-06-24,S-06,ภาคใต้,46066.07,152
2024-06-24,S-90,ภาคกลาง,86373.88,322
2024-06-25,S-01,ภาคกลาง,71386.92,226
2024-06-25,S-02,ภาคกลาง,71386.92,359
2024-06-25,S-03,ภาคอีสาน,40452.59,209
2024-06-25,S-04,ภาคอีสาน,40452.59,126
2024-06-25,S-05,ภาคเหนือ,42832.15,142
2024-06-25,S-06,ภาคใต้,38073.02,195
