txn_id,txn_date,amount,channel,device,risk_score,is_fraud
TX-107206,2025-10-05,1614.80,หน้าร้าน,สาขา,0.1741,0
TX-115418,2025-11-07,2095.25,ออนไลน์,เว็บ,0.0925,0
TX-108850,2025-10-03,2042.07,ต่างประเทศ,บัตร,0.0762,0
TX-102298,2025-11-28,7668.20,ต่างประเทศ,เว็บ,0.0239,0
TX-113660,2025-11-01,3111.69,หน้าร้าน,มือถือ,0.0638,0
TX-115906,2025-11-19,1609.10,ออนไลน์,บัตร,0.1143,0
TX-102611,2025-10-10,1242.55,ต่างประเทศ,เว็บ,0.0702,0
TX-107548,2025-10-12,3569.32,ออนไลน์,บัตร,0.0565,0
TX-106095,2025-11-27,683.18,ต่างประเทศ,เว็บ,0.3347,0
TX-100608,2025-10-29,5596.08,ออนไลน์,สาขา,0.111,0
TX-109051,2025-10-06,2854.21,หน้าร้าน,บัตร,0.4241,0
TX-110089,2025-10-12,4237.72,ออนไลน์,สาขา,0.0441,0
TX-119204,2025-11-09,177.45,ออนไลน์,บัตร,0.1234,0
TX-104709,2025-11-02,1781.79,หน้าร้าน,มือถือ,0.2628,0
TX-108696,2025-10-24,161.40,ต่างประเทศ,เว็บ,0.0096,0
TX-104033,2025-11-15,14543.81,หน้าร้าน,มือถือ,0.0297,0
TX-117239,2025-11-03,335.40,หน้าร้าน,มือถือ,0.0566,0
TX-112753,2025-11-13,575.84,ต่างประเทศ,บัตร,0.316,0
TX-100926,2025-11-15,368.30,หน้าร้าน,มือถือ,0.065,0
TX-110249,2025-10-06,273.76,ตู้เอทีเอ็ม,สาขา,0.3808,0
TX-109288,2025-10-19,1204.31,ต่างประเทศ,บัตร,0.3941,0
TX-100652,2025-10-25,732.51,หน้าร้าน,มือถือ,0.069,0
TX-103685,2025-10-30,2720.24,หน้าร้าน,สาขา,0.4301,0
TX-102783,2025-11-21,501.24,หน้าร้าน,บัตร,0.0369,0
TX-100085,2025-11-21,1590.05,หน้าร้าน,สาขา,0.1461,0
TX-100280,2025-11-07,838.94,ตู้เอทีเอ็ม,มือถือ,0.112,0
TX-118585,2025-11-27,1147.80,ตู้เอทีเอ็ม,บัตร,0.1132,0
TX-112804,2025-11-25,4077.73,หน้าร้าน,บัตร,0.1824,0
TX-115070,2025-11-25,633.03,ตู้เอทีเอ็ม,เว็บ,0.0347,0
TX-119695,2025-10-10,1032.17,หน้าร้าน,เว็บ,0.2427,0
TX-102650,2025-10-02,1823.32,ออนไลน์,สาขา,0.3389,0
TX-113123,2025-10-27,1055.37,ตู้เอทีเอ็ม,มือถือ,0.1967,0
TX-106330,2025-11-22,1777.33,หน้าร้าน,เว็บ,0.2359,0
TX-113102,2025-10-11,651.32,ต่างประเทศ,มือถือ,0.1119,0
TX-106494,2025-10-11,1331.80,ออนไลน์,มือถือ,0.1134,0
TX-108317,2025-10-19,1345.00,ต่างประเทศ,เว็บ,0.1908,0
TX-114001,2025-11-24,490.34,ตู้เอทีเอ็ม,สาขา,0.0491,0
TX-118762,2025-10-17,258.84,หน้าร้าน,เว็บ,0.4051,0
TX-102878,2025-10-12,1792.92,ตู้เอทีเอ็ม,บัตร,0.0473,0
TX-106581,2025-11-13,257.21,ต่างประเทศ,สาขา,0.3024,0
TX-105735,2025-11-12,5919.75,ตู้เอทีเอ็ม,บัตร,0.1529,0
TX-103557,2025-11-09,8342.08,ต่างประเทศ,มือถือ,0.1686,0
TX-117757,2025-11-01,2363.18,หน้าร้าน,บัตร,0.3549,0
TX-101467,2025-11-05,88.37,ต่างประเทศ,เว็บ,0.195,0
TX-110389,2025-11-14,1477.49,ตู้เอทีเอ็ม,สาขา,0.042,0
TX-103516,2025-11-12,618.61,ตู้เอทีเอ็ม,บัตร,0.1057,0
TX-102558,2025-10-14,5281.03,ออนไลน์,มือถือ,0.1916,0
TX-104700,2025-10-18,329.10,ออนไลน์,มือถือ,0.0512,0
TX-100618,2025-11-26,3234.17,ต่างประเทศ,เว็บ,0.1719,0
TX-101978,2025-11-09,2109.95,ออนไลน์,มือถือ,0.1903,0
TX-115123,2025-10-19,1048.93,ตู้เอทีเอ็ม,มือถือ,0.0249,0
TX-101894,2025-11-08,1259.22,หน้าร้าน,สาขา,0.1935,0
TX-100259,2025-10-24,2434.78,ออนไลน์,เว็บ,0.2528,0
TX-116354,2025-11-14,1684.52,ตู้เอทีเอ็ม,สาขา,0.1712,0
TX-109063,2025-11-11,2095.43,ตู้เอทีเอ็ม,บัตร,0.1491,0
TX-107790,2025-11-16,1401.44,หน้าร้าน,มือถือ,0.1255,0
TX-118583,2025-10-20,229.24,หน้าร้าน,บัตร,0.038,0
TX-114866,2025-10-26,938.25,หน้าร้าน,เว็บ,0.123,0
TX-106184,2025-10-10,2387.98,ตู้เอทีเอ็ม,สาขา,0.0264,0
TX-116756,2025-11-02,4651.67,ออนไลน์,บัตร,0.3013,0
TX-109834,2025-11-26,17645.39,ออนไลน์,มือถือ,0.2221,0
TX-100549,2025-10-25,4313.16,ออนไลน์,สาขา,0.2432,0
TX-111256,2025-11-12,10438.03,หน้าร้าน,สาขา,0.2479,0
TX-111659,2025-11-19,1970.65,ต่างประเทศ,บัตร,0.1456,0
TX-108689,2025-10-18,1138.45,หน้าร้าน,สาขา,0.113,0
TX-119579,2025-11-22,76.32,ออนไลน์,บัตร,0.0845,0
TX-100404,2025-11-25,387.95,ตู้เอทีเอ็ม,มือถือ,0.1096,0
TX-100010,2025-10-13,2930.01,หน้าร้าน,เว็บ,0.8443,1
TX-100398,2025-10-17,15820.64,ตู้เอทีเอ็ม,สาขา,0.1463,0
TX-119846,2025-11-26,9914.35,หน้าร้าน,เว็บ,0.0739,0
TX-118494,2025-10-14,542.51,ตู้เอทีเอ็ม,บัตร,0.1274,0
TX-116136,2025-10-16,2176.84,หน้าร้าน,มือถือ,0.0185,0
TX-115933,2025-11-25,972.20,ตู้เอทีเอ็ม,สาขา,0.0507,0
TX-105833,2025-11-16,2161.35,ตู้เอทีเอ็ม,บัตร,0.1708,0
TX-105685,2025-11-24,5961.98,ตู้เอทีเอ็ม,สาขา,0.0103,0
TX-104682,2025-11-23,1254.17,ออนไลน์,เว็บ,0.0528,0
TX-119317,2025-10-09,883.99,หน้าร้าน,สาขา,0.0533,0
TX-100534,2025-11-28,504.10,ออนไลน์,บัตร,0.0501,0
TX-103963,2025-10-17,271.60,ต่างประเทศ,มือถือ,0.029,0
TX-101796,2025-11-05,517.48,ตู้เอทีเอ็ม,บัตร,0.11,0
TX-119134,2025-10-22,1102.79,ตู้เอทีเอ็ม,สาขา,0.0097,0
TX-105946,2025-10-12,595.81,ต่างประเทศ,มือถือ,0.3807,0
TX-113998,2025-10-01,625.77,ออนไลน์,สาขา,0.0459,0
TX-111854,2025-10-25,1132.79,ออนไลน์,เว็บ,0.1221,0
TX-119991,2025-10-09,479.06,ออนไลน์,เว็บ,0.0908,0
TX-117227,2025-11-19,1497.81,หน้าร้าน,บัตร,0.0741,0
TX-115710,2025-10-13,1519.86,ต่างประเทศ,สาขา,0.0663,0
TX-104502,2025-10-18,1104.27,ต่างประเทศ,สาขา,0.3206,0
TX-104628,2025-11-26,758.76,หน้าร้าน,มือถือ,0.0601,0
TX-112392,2025-10-04,829.27,หน้าร้าน,สาขา,0.0448,0
TX-117669,2025-11-02,348.28,ออนไลน์,เว็บ,0.1069,0
TX-115210,2025-10-31,2513.05,หน้าร้าน,บัตร,0.3451,0
TX-103783,2025-11-10,978.76,หน้าร้าน,มือถือ,0.0475,0
TX-108281,2025-11-17,2656.19,ตู้เอทีเอ็ม,มือถือ,0.1247,0
TX-105282,2025-11-27,433.97,ตู้เอทีเอ็ม,บัตร,0.1209,0
TX-100408,2025-11-18,413.62,ตู้เอทีเอ็ม,มือถือ,0.1524,0
TX-116498,2025-10-04,1189.74,ต่างประเทศ,บัตร,0.0868,0
TX-103247,2025-11-21,7535.80,หน้าร้าน,เว็บ,0.078,0
TX-111930,2025-10-26,2279.99,ต่างประเทศ,สาขา,0.1129,0
TX-100469,2025-11-06,74.60,หน้าร้าน,สาขา,0.0728,0
TX-114936,2025-11-16,2768.46,ตู้เอทีเอ็ม,สาขา,0.1499,0
TX-107630,2025-11-26,6935.25,ต่างประเทศ,เว็บ,0.0725,0
TX-110983,2025-10-08,9300.05,ต่างประเทศ,สาขา,0.2344,0
TX-113326,2025-11-06,1498.31,หน้าร้าน,สาขา,0.0669,0
TX-113017,2025-11-29,2381.66,ตู้เอทีเอ็ม,สาขา,0.1841,0
TX-103924,2025-10-28,114.31,ตู้เอทีเอ็ม,เว็บ,0.0881,0
TX-118192,2025-11-21,6066.22,ตู้เอทีเอ็ม,สาขา,0.0316,0
TX-107646,2025-10-07,351.07,ต่างประเทศ,สาขา,0.0343,0
TX-114465,2025-11-16,5023.67,ต่างประเทศ,บัตร,0.1332,0
TX-112941,2025-10-27,1644.76,ออนไลน์,สาขา,0.1264,0
TX-115962,2025-11-02,1579.89,ตู้เอทีเอ็ม,เว็บ,0.0056,0
TX-118366,2025-10-17,434.36,ตู้เอทีเอ็ม,มือถือ,0.0791,0
TX-102032,2025-10-12,5053.39,หน้าร้าน,มือถือ,0.2128,0
TX-111712,2025-10-14,1283.47,ออนไลน์,มือถือ,0.0358,0
TX-111245,2025-11-03,28442.54,ต่างประเทศ,มือถือ,0.3595,0
TX-110533,2025-10-30,5698.73,ต่างประเทศ,บัตร,0.4914,0
TX-102184,2025-11-20,584.59,ออนไลน์,บัตร,0.1778,0
TX-116953,2025-11-27,402.97,ตู้เอทีเอ็ม,สาขา,0.0791,0
TX-102386,2025-11-13,760.42,ตู้เอทีเอ็ม,เว็บ,0.0612,0
TX-114951,2025-10-07,3950.47,หน้าร้าน,เว็บ,0.0643,0
TX-119907,2025-10-06,884.84,หน้าร้าน,เว็บ,0.3417,0
TX-107170,2025-10-14,329.14,ต่างประเทศ,สาขา,0.0361,0
TX-102644,2025-10-06,360.26,ต่างประเทศ,เว็บ,0.1468,0
TX-100319,2025-10-01,971.14,ตู้เอทีเอ็ม,สาขา,0.104,0
TX-105749,2025-10-26,429.23,ต่างประเทศ,สาขา,0.2829,0
TX-107936,2025-10-31,87.75,ออนไลน์,สาขา,0.1886,0
TX-111691,2025-10-04,885.56,ตู้เอทีเอ็ม,เว็บ,0.1747,0
TX-105286,2025-10-24,1050.34,ออนไลน์,เว็บ,0.1702,0
TX-110000,2025-10-26,327.32,ตู้เอทีเอ็ม,เว็บ,0.2415,0
TX-110900,2025-10-19,2478.38,ต่างประเทศ,สาขา,0.0396,0
TX-111730,2025-10-22,5818.50,ตู้เอทีเอ็ม,สาขา,0.0753,0
TX-113967,2025-11-19,2416.15,หน้าร้าน,บัตร,0.1553,0
TX-115530,2025-11-11,423.63,ตู้เอทีเอ็ม,บัตร,0.1219,0
TX-105821,2025-10-31,2231.01,ต่างประเทศ,บัตร,0.2657,0
TX-115199,2025-10-22,7789.46,ตู้เอทีเอ็ม,เว็บ,0.0587,0
TX-110564,2025-10-07,1882.63,ต่างประเทศ,มือถือ,0.0633,0
TX-103926,2025-10-29,2305.91,ออนไลน์,มือถือ,0.1345,0
TX-106866,2025-10-31,2233.08,ต่างประเทศ,สาขา,0.3532,0
TX-112207,2025-11-09,4468.55,ต่างประเทศ,บัตร,0.0966,0
TX-115141,2025-11-01,396.93,ต่างประเทศ,สาขา,0.2008,0
TX-116444,2025-11-17,5751.96,ออนไลน์,สาขา,0.0867,0
TX-116056,2025-11-05,284.90,ตู้เอทีเอ็ม,บัตร,0.0687,0
TX-103959,2025-10-01,1025.22,ออนไลน์,มือถือ,0.2682,0
TX-104765,2025-10-05,1125.42,ต่างประเทศ,มือถือ,0.1212,0
TX-118273,2025-10-18,1062.62,ตู้เอทีเอ็ม,สาขา,0.2156,0
TX-112408,2025-11-26,629.69,ออนไลน์,สาขา,0.18,0
TX-101116,2025-11-18,774.03,ออนไลน์,เว็บ,0.0574,0
TX-116423,2025-10-09,1272.35,ต่างประเทศ,มือถือ,0.1759,0
TX-111638,2025-11-21,1031.16,ต่างประเทศ,เว็บ,0.0516,0
TX-104088,2025-10-13,3964.76,ต่างประเทศ,เว็บ,0.1532,0
TX-109047,2025-11-20,2874.64,ออนไลน์,มือถือ,0.1275,0
TX-100447,2025-10-02,734.78,หน้าร้าน,สาขา,0.1173,0
TX-110852,2025-10-26,4505.28,ต่างประเทศ,บัตร,0.2482,0
TX-113755,2025-11-16,471.53,ต่างประเทศ,สาขา,0.1218,0
TX-110555,2025-11-28,230.50,ออนไลน์,บัตร,0.285,0
TX-117579,2025-11-12,2275.35,หน้าร้าน,มือถือ,0.1052,0
TX-107263,2025-11-27,321.34,ออนไลน์,มือถือ,0.0526,0
TX-115867,2025-11-04,4369.84,ออนไลน์,บัตร,0.0792,0
TX-109239,2025-11-20,706.70,ต่างประเทศ,บัตร,0.0892,0
TX-118246,2025-11-17,2989.95,ออนไลน์,สาขา,0.1378,0
TX-101314,2025-11-26,592.46,หน้าร้าน,บัตร,0.4287,0
TX-113891,2025-10-29,414.21,ตู้เอทีเอ็ม,บัตร,0.3369,0
TX-103661,2025-11-11,1644.62,ตู้เอทีเอ็ม,บัตร,0.3336,0
TX-102035,2025-11-24,348.53,ต่างประเทศ,เว็บ,0.0486,0
TX-104574,2025-10-15,283.23,ตู้เอทีเอ็ม,เว็บ,0.1148,0
TX-116191,2025-10-22,2598.61,หน้าร้าน,สาขา,0.2644,0
TX-109843,2025-11-09,14510.67,หน้าร้าน,สาขา,0.0589,0
TX-119155,2025-11-08,327.13,หน้าร้าน,สาขา,0.1566,0
TX-116613,2025-11-24,168.60,หน้าร้าน,บัตร,0.2932,0
TX-102295,2025-11-16,823.89,หน้าร้าน,เว็บ,0.0272,0
TX-110514,2025-11-04,740.20,ตู้เอทีเอ็ม,สาขา,0.046,0
TX-103188,2025-11-25,11755.43,ออนไลน์,สาขา,0.2717,0
TX-113229,2025-10-24,10409.45,หน้าร้าน,บัตร,0.3477,0
TX-107233,2025-10-26,1209.55,หน้าร้าน,มือถือ,0.0533,0
TX-113780,2025-10-08,20561.53,ต่างประเทศ,บัตร,0.1441,0
TX-107393,2025-10-19,832.13,ออนไลน์,เว็บ,0.4031,0
TX-118144,2025-10-07,783.39,ตู้เอทีเอ็ม,สาขา,0.024,0
TX-108221,2025-11-26,354.26,ต่างประเทศ,สาขา,0.0116,0
TX-106836,2025-11-03,1506.79,ต่างประเทศ,เว็บ,0.009,0
TX-117804,2025-10-22,415.54,ออนไลน์,สาขา,0.3513,0
TX-105069,2025-11-02,2671.71,ต่างประเทศ,เว็บ,0.1199,0
TX-116571,2025-11-13,8914.08,หน้าร้าน,สาขา,0.2779,0
TX-116734,2025-10-04,488.20,ต่างประเทศ,สาขา,0.1217,0
TX-114486,2025-10-31,735.63,ออนไลน์,มือถือ,0.0371,0
TX-103463,2025-10-05,816.03,หน้าร้าน,บัตร,0.3722,0
TX-109563,2025-11-07,1228.65,หน้าร้าน,สาขา,0.1008,0
TX-108615,2025-10-11,2159.50,ออนไลน์,มือถือ,0.0862,0
TX-116003,2025-11-13,7648.43,ตู้เอทีเอ็ม,บัตร,0.1608,0
TX-104267,2025-10-14,2126.76,ต่างประเทศ,สาขา,0.2159,0
TX-117468,2025-10-24,1694.33,หน้าร้าน,เว็บ,0.504,0
TX-106401,2025-11-02,5973.64,ตู้เอทีเอ็ม,บัตร,0.0681,0
TX-105136,2025-10-13,1454.17,ต่างประเทศ,มือถือ,0.2102,0
TX-106085,2025-10-19,2107.81,ตู้เอทีเอ็ม,บัตร,0.5571,1
TX-103435,2025-10-15,8738.45,ออนไลน์,เว็บ,0.1014,0
TX-104567,2025-11-10,2275.90,ออนไลน์,บัตร,0.1939,0
TX-114810,2025-11-10,10572.49,ตู้เอทีเอ็ม,เว็บ,0.2076,0
TX-117005,2025-11-02,1550.32,ตู้เอทีเอ็ม,สาขา,0.132,0
TX-117658,2025-10-01,3506.75,ออนไลน์,เว็บ,0.1267,0
TX-102686,2025-11-14,3049.70,ตู้เอทีเอ็ม,มือถือ,0.1203,0
TX-100489,2025-10-14,753.70,หน้าร้าน,บัตร,0.0979,0
TX-104922,2025-10-31,6096.48,ตู้เอทีเอ็ม,บัตร,0.0157,0
TX-104512,2025-11-03,605.59,ต่างประเทศ,สาขา,0.2739,0
TX-106753,2025-10-13,2456.99,ตู้เอทีเอ็ม,บัตร,0.2496,0
TX-102138,2025-10-28,1563.85,ต่างประเทศ,เว็บ,0.0551,0
TX-104635,2025-11-10,244.96,ออนไลน์,เว็บ,0.1459,0
TX-118324,2025-10-28,2587.45,ต่างประเทศ,มือถือ,0.1073,0
TX-104636,2025-11-09,4492.75,ตู้เอทีเอ็ม,เว็บ,0.1904,0
TX-115073,2025-11-28,1345.29,ต่างประเทศ,สาขา,0.2057,0
TX-119362,2025-10-18,1587.54,ออนไลน์,บัตร,0.0195,0
TX-113290,2025-11-09,901.35,ออนไลน์,บัตร,0.1756,0
TX-105595,2025-10-01,3393.95,หน้าร้าน,มือถือ,0.0989,0
TX-117041,2025-11-15,202.80,ต่างประเทศ,บัตร,0.2202,0
TX-118269,2025-11-19,2852.31,ต่างประเทศ,มือถือ,0.3263,0
TX-106030,2025-11-16,2311.70,หน้าร้าน,บัตร,0.0799,0
TX-103175,2025-11-18,1335.92,หน้าร้าน,มือถือ,0.0784,0
TX-117394,2025-10-26,4059.60,ตู้เอทีเอ็ม,มือถือ,0.1671,0
TX-106626,2025-11-26,895.55,ต่างประเทศ,เว็บ,0.2089,0
TX-104336,2025-10-30,333.74,ตู้เอทีเอ็ม,เว็บ,0.3088,0
TX-115501,2025-10-25,6349.78,ตู้เอทีเอ็ม,บัตร,0.173,0
TX-118588,2025-11-25,3968.24,ออนไลน์,เว็บ,0.121,0
TX-114035,2025-11-29,1782.33,ออนไลน์,บัตร,0.2848,0
TX-118292,2025-11-07,421.85,หน้าร้าน,มือถือ,0.0733,0
TX-111366,2025-10-27,250.50,ตู้เอทีเอ็ม,มือถือ,0.2486,0
TX-119682,2025-10-03,2245.32,ต่างประเทศ,บัตร,0.1447,0
TX-113175,2025-10-04,1137.69,ตู้เอทีเอ็ม,สาขา,0.2394,0
TX-118810,2025-10-18,991.12,หน้าร้าน,สาขา,0.1678,0
TX-116241,2025-10-24,3347.13,ตู้เอทีเอ็ม,บัตร,0.2583,0
TX-107440,2025-10-04,3180.86,ออนไลน์,บัตร,0.3981,0
TX-119315,2025-10-05,2731.56,หน้าร้าน,มือถือ,0.4031,0
TX-116997,2025-10-10,5953.29,ตู้เอทีเอ็ม,มือถือ,0.2305,0
TX-106204,2025-11-15,1787.46,ต่างประเทศ,สาขา,0.0594,0
TX-102646,2025-11-14,1444.67,ตู้เอทีเอ็ม,บัตร,0.1233,0
TX-116090,2025-11-15,9001.27,หน้าร้าน,มือถือ,0.2297,0
TX-114263,2025-11-21,4262.00,ต่างประเทศ,บัตร,0.3747,0
TX-108490,2025-11-13,3202.37,หน้าร้าน,เว็บ,0.0802,0
TX-101269,2025-10-01,869.14,ต่างประเทศ,บัตร,0.1214,0
TX-112902,2025-11-20,2129.48,ตู้เอทีเอ็ม,เว็บ,0.1749,0
TX-104739,2025-11-27,599.96,ต่างประเทศ,บัตร,0.3342,0
TX-117699,2025-10-05,701.77,ต่างประเทศ,สาขา,0.1732,0
TX-113726,2025-11-06,337.65,ตู้เอทีเอ็ม,บัตร,0.1159,0
TX-107888,2025-11-22,986.96,ต่างประเทศ,บัตร,0.2975,0
TX-109606,2025-10-27,2743.76,ออนไลน์,เว็บ,0.1435,0
TX-117501,2025-10-24,7299.55,หน้าร้าน,สาขา,0.2177,0
TX-113436,2025-10-30,1470.99,ออนไลน์,สาขา,0.3461,0
TX-114215,2025-11-28,4848.69,ตู้เอทีเอ็ม,เว็บ,0.1368,0
TX-116610,2025-10-21,1988.50,หน้าร้าน,บัตร,0.1916,0
TX-109694,2025-11-14,945.30,ต่างประเทศ,มือถือ,0.0408,0
TX-116623,2025-10-12,7422.07,ตู้เอทีเอ็ม,สาขา,0.4215,0
TX-119236,2025-11-02,1911.95,ตู้เอทีเอ็ม,บัตร,0.2302,0
TX-113041,2025-10-05,944.62,ออนไลน์,มือถือ,0.2592,0
TX-107190,2025-11-12,2357.34,ต่างประเทศ,เว็บ,0.2061,0
TX-112714,2025-11-20,508.46,ออนไลน์,เว็บ,0.1158,0
TX-105515,2025-11-16,5122.22,หน้าร้าน,มือถือ,0.2793,0
TX-116158,2025-11-04,297.33,ต่างประเทศ,สาขา,0.1522,0
TX-118164,2025-10-11,596.18,ต่างประเทศ,เว็บ,0.2584,0
TX-115648,2025-10-11,558.65,หน้าร้าน,บัตร,0.1887,0
TX-119994,2025-11-26,197.84,ต่างประเทศ,สาขา,0.0935,0
TX-107506,2025-10-10,399.29,หน้าร้าน,มือถือ,0.1166,0
TX-100606,2025-10-29,707.14,ต่างประเทศ,สาขา,0.1803,0
TX-103491,2025-11-19,321.09,ตู้เอทีเอ็ม,สาขา,0.111,0
TX-118278,2025-11-07,969.24,ออนไลน์,เว็บ,0.2646,0
TX-113980,2025-10-04,312.08,ต่างประเทศ,สาขา,0.2747,0
TX-109521,2025-11-18,661.45,ออนไลน์,เว็บ,0.1139,0
TX-105146,2025-10-21,1052.19,ตู้เอทีเอ็ม,มือถือ,0.1892,0
TX-110163,2025-11-22,447.53,ออนไลน์,สาขา,0.0072,0
TX-116830,2025-11-07,1284.57,ออนไลน์,มือถือ,0.6289,1
TX-113109,2025-10-26,735.71,ตู้เอทีเอ็ม,บัตร,0.185,0
TX-106224,2025-11-02,7527.55,ต่างประเทศ,บัตร,0.1106,0
TX-103034,2025-10-05,334.59,ตู้เอทีเอ็ม,มือถือ,0.1574,0
TX-109817,2025-11-02,845.09,ตู้เอทีเอ็ม,เว็บ,0.0311,0
TX-113031,2025-10-05,638.71,ต่างประเทศ,บัตร,0.3904,0
TX-108298,2025-11-14,1206.62,ต่างประเทศ,สาขา,0.1327,0
TX-103040,2025-11-07,2275.12,ต่างประเทศ,สาขา,0.1117,0
TX-111980,2025-10-28,433.42,ออนไลน์,สาขา,0.3801,0
TX-103308,2025-10-26,1620.77,ตู้เอทีเอ็ม,มือถือ,0.4244,0
TX-105326,2025-10-12,133.35,หน้าร้าน,สาขา,0.7486,1
TX-114329,2025-11-02,9707.34,ออนไลน์,สาขา,0.1335,0
TX-119673,2025-10-21,387.96,ตู้เอทีเอ็ม,บัตร,0.081,0
TX-104899,2025-11-04,4643.97,หน้าร้าน,มือถือ,0.1455,0
TX-115275,2025-10-16,2128.18,ตู้เอทีเอ็ม,สาขา,0.066,0
TX-114650,2025-10-28,7625.72,ออนไลน์,มือถือ,0.0493,0
TX-100675,2025-10-07,842.88,ตู้เอทีเอ็ม,บัตร,0.1428,0
TX-114477,2025-10-06,307.89,หน้าร้าน,มือถือ,0.2295,0
TX-109968,2025-10-29,3025.88,ตู้เอทีเอ็ม,มือถือ,0.2271,0
TX-119641,2025-10-02,3216.82,ต่างประเทศ,เว็บ,0.1302,0
TX-115343,2025-10-29,176.36,ต่างประเทศ,เว็บ,0.1226,0
TX-117721,2025-10-31,1419.68,ตู้เอทีเอ็ม,มือถือ,0.2637,0
TX-114353,2025-10-27,908.26,หน้าร้าน,มือถือ,0.0606,0
TX-111681,2025-10-16,1543.89,ตู้เอทีเอ็ม,สาขา,0.1845,0
TX-116142,2025-11-11,786.70,ตู้เอทีเอ็ม,สาขา,0.1802,0
TX-113820,2025-11-19,2039.15,หน้าร้าน,เว็บ,0.4859,1
TX-100373,2025-11-24,2304.06,ออนไลน์,บัตร,0.1869,0
TX-101963,2025-10-16,876.52,ตู้เอทีเอ็ม,บัตร,0.1094,0
TX-117989,2025-11-19,1379.70,หน้าร้าน,สาขา,0.3421,0
TX-113947,2025-10-17,1283.21,ตู้เอทีเอ็ม,เว็บ,0.1823,0
TX-104563,2025-10-05,383.92,หน้าร้าน,มือถือ,0.0416,0
TX-117263,2025-11-14,1024.32,ออนไลน์,มือถือ,0.1534,0
TX-114634,2025-10-27,974.81,ออนไลน์,เว็บ,0.2886,0
TX-116115,2025-10-09,566.79,หน้าร้าน,สาขา,0.0733,0
TX-109477,2025-10-24,1211.94,ตู้เอทีเอ็ม,สาขา,0.0846,0
TX-100757,2025-10-05,2227.01,หน้าร้าน,มือถือ,0.0859,0
TX-109998,2025-11-02,1115.90,ต่างประเทศ,เว็บ,0.0962,0
TX-115663,2025-11-07,3393.86,ต่างประเทศ,สาขา,0.249,0
TX-102693,2025-10-16,5781.69,หน้าร้าน,บัตร,0.262,0
TX-117123,2025-10-08,2127.91,หน้าร้าน,บัตร,0.1091,0
TX-119229,2025-10-31,881.17,หน้าร้าน,สาขา,0.089,0
TX-108007,2025-11-14,489.01,ออนไลน์,เว็บ,0.0913,0
TX-108462,2025-11-29,537.29,ต่างประเทศ,มือถือ,0.0966,0
TX-100353,2025-10-13,794.91,ตู้เอทีเอ็ม,สาขา,0.0249,0
TX-118614,2025-10-15,4068.08,ออนไลน์,บัตร,0.4478,0
TX-103405,2025-11-25,869.06,ออนไลน์,บัตร,0.2563,0
TX-112056,2025-10-09,3972.30,ออนไลน์,บัตร,0.1075,0
TX-116543,2025-11-25,105.64,หน้าร้าน,บัตร,0.1331,0
TX-118370,2025-10-16,566.88,หน้าร้าน,เว็บ,0.1771,0
TX-119505,2025-10-01,1801.21,ต่างประเทศ,มือถือ,0.0379,0
TX-115613,2025-11-04,5971.96,หน้าร้าน,สาขา,0.1253,0
TX-112300,2025-11-06,1014.96,ออนไลน์,บัตร,0.0363,0
TX-107702,2025-10-21,839.49,ตู้เอทีเอ็ม,เว็บ,0.234,0
TX-103387,2025-11-24,104.76,ออนไลน์,บัตร,0.0582,0
TX-105698,2025-10-14,194.19,หน้าร้าน,มือถือ,0.2267,0
TX-111058,2025-11-24,2855.13,ตู้เอทีเอ็ม,สาขา,0.1062,0
TX-112126,2025-11-06,434.18,หน้าร้าน,สาขา,0.0802,0
TX-111576,2025-11-11,396.15,ออนไลน์,มือถือ,0.3257,0
TX-116819,2025-10-24,1335.05,หน้าร้าน,มือถือ,0.218,0
TX-113962,2025-11-01,17111.31,ออนไลน์,สาขา,0.0424,0
TX-112453,2025-10-17,2266.43,หน้าร้าน,เว็บ,0.088,0
TX-116744,2025-11-22,3411.72,ออนไลน์,บัตร,0.0094,0
TX-107210,2025-10-23,2034.82,ออนไลน์,บัตร,0.1088,0
TX-105485,2025-10-05,2650.08,ออนไลน์,มือถือ,0.04,0
TX-115966,2025-10-04,780.95,หน้าร้าน,บัตร,0.334,0
TX-107442,2025-10-14,1052.07,ต่างประเทศ,มือถือ,0.1244,0
TX-113645,2025-10-16,10321.05,ออนไลน์,บัตร,0.2924,0
TX-113454,2025-10-31,1861.85,หน้าร้าน,บัตร,0.0278,0
TX-104222,2025-10-21,559.18,ออนไลน์,เว็บ,0.2446,0
TX-117324,2025-11-19,1021.17,ออนไลน์,บัตร,0.6201,1
TX-116226,2025-11-07,4954.57,ตู้เอทีเอ็ม,เว็บ,0.0674,0
TX-100522,2025-10-02,1227.85,ออนไลน์,สาขา,0.1866,0
TX-102540,2025-10-11,2222.48,ออนไลน์,สาขา,0.0214,0
TX-112417,2025-10-11,2344.47,ต่างประเทศ,เว็บ,0.0151,0
TX-110869,2025-11-07,936.61,หน้าร้าน,บัตร,0.1825,0
TX-110675,2025-11-15,983.58,ออนไลน์,บัตร,0.1365,0
TX-119573,2025-11-22,2855.76,ตู้เอทีเอ็ม,บัตร,0.1132,0
TX-106962,2025-11-22,1130.06,ตู้เอทีเอ็ม,เว็บ,0.2666,0
TX-114204,2025-10-08,951.75,ออนไลน์,มือถือ,0.0076,0
