session_id,period,session_date,device,campaign,minutes_on_site,converted
S-006334,2025-Q1,2025-02-08,Mobile,ตรงเข้าเว็บ,11.5,0
S-008044,2025-Q1,2025-03-24,Desktop,ค้นหา,10.4,0
S-016362,2025-Q2,2025-06-13,Desktop,ค้นหา,1.8,1
S-002483,2025-Q1,2025-03-06,Mobile,โฆษณาโซเชียล,2.1,0
S-017208,2025-Q2,2025-04-01,Desktop,ค้นหา,7.8,1
S-009305,2025-Q1,2025-02-10,Desktop,โฆษณาโซเชียล,8.4,0
S-001594,2025-Q1,2025-01-08,Mobile,ตรงเข้าเว็บ,6.4,0
S-012489,2025-Q2,2025-05-09,Mobile,ตรงเข้าเว็บ,6.6,0
S-003435,2025-Q1,2025-03-03,Mobile,ค้นหา,6.9,0
S-004462,2025-Q1,2025-02-07,Mobile,โฆษณาโซเชียล,9.0,0
S-019416,2025-Q2,2025-06-18,Desktop,อีเมล,11.0,0
S-009159,2025-Q1,2025-02-11,Desktop,ค้นหา,9.7,0
S-019930,2025-Q2,2025-05-31,Desktop,โฆษณาโซเชียล,2.7,1
S-008300,2025-Q1,2025-01-09,Desktop,อีเมล,3.9,1
S-014021,2025-Q2,2025-04-21,Desktop,อีเมล,5.5,0
S-003481,2025-Q1,2025-03-09,Mobile,ค้นหา,6.3,0
S-005896,2025-Q1,2025-03-12,Mobile,ค้นหา,11.6,0
S-013238,2025-Q2,2025-04-02,Desktop,โฆษณาโซเชียล,3.3,1
S-007506,2025-Q1,2025-03-12,Mobile,ตรงเข้าเว็บ,2.7,0
S-010547,2025-Q2,2025-04-26,Mobile,โฆษณาโซเชียล,10.9,0
S-015963,2025-Q2,2025-06-12,Desktop,อีเมล,2.0,0
S-010106,2025-Q2,2025-06-29,Mobile,ตรงเข้าเว็บ,4.6,0
S-000469,2025-Q1,2025-03-07,Mobile,อีเมล,6.5,0
S-010504,2025-Q2,2025-05-07,Mobile,ตรงเข้าเว็บ,3.3,0
S-015334,2025-Q2,2025-05-02,Desktop,ค้นหา,1.6,1
S-014313,2025-Q2,2025-04-21,Desktop,ค้นหา,5.4,0
S-007084,2025-Q1,2025-02-28,Mobile,ตรงเข้าเว็บ,4.5,0
S-003460,2025-Q1,2025-01-16,Mobile,อีเมล,9.3,0
S-008305,2025-Q1,2025-01-04,Desktop,ค้นหา,1.6,1
S-015158,2025-Q2,2025-05-31,Desktop,อีเมล,5.8,1
S-013318,2025-Q2,2025-05-13,Desktop,ค้นหา,10.1,0
S-012238,2025-Q2,2025-04-06,Mobile,โฆษณาโซเชียล,3.3,1
S-019159,2025-Q2,2025-06-25,Desktop,อีเมล,9.5,1
S-007030,2025-Q1,2025-01-07,Mobile,โฆษณาโซเชียล,5.8,0
S-000764,2025-Q1,2025-01-01,Mobile,ตรงเข้าเว็บ,11.4,0
S-009707,2025-Q1,2025-01-19,Desktop,โฆษณาโซเชียล,6.1,1
S-005985,2025-Q1,2025-02-01,Mobile,อีเมล,0.6,0
S-003698,2025-Q1,2025-02-20,Mobile,โฆษณาโซเชียล,5.2,1
S-013665,2025-Q2,2025-04-30,Desktop,ตรงเข้าเว็บ,4.7,1
S-014447,2025-Q2,2025-06-01,Desktop,ค้นหา,7.5,0
S-005685,2025-Q1,2025-02-21,Mobile,ตรงเข้าเว็บ,6.2,0
S-016242,2025-Q2,2025-04-19,Desktop,โฆษณาโซเชียล,1.9,0
S-008278,2025-Q1,2025-01-18,Desktop,ตรงเข้าเว็บ,2.8,0
S-016179,2025-Q2,2025-06-01,Desktop,โฆษณาโซเชียล,1.0,0
S-015942,2025-Q2,2025-04-13,Desktop,อีเมล,8.6,1
S-014274,2025-Q2,2025-05-09,Desktop,ตรงเข้าเว็บ,10.4,0
S-005178,2025-Q1,2025-03-04,Mobile,ค้นหา,6.8,0
S-019007,2025-Q2,2025-04-10,Desktop,ตรงเข้าเว็บ,2.4,0
S-016552,2025-Q2,2025-04-26,Desktop,อีเมล,8.0,0
S-007813,2025-Q1,2025-03-04,Mobile,อีเมล,7.4,0
S-013622,2025-Q2,2025-05-30,Desktop,อีเมล,7.3,1
S-019620,2025-Q2,2025-05-21,Desktop,ตรงเข้าเว็บ,4.3,0
S-004957,2025-Q1,2025-01-03,Mobile,ค้นหา,4.1,0
S-016422,2025-Q2,2025-04-12,Desktop,โฆษณาโซเชียล,5.3,0
S-003740,2025-Q1,2025-02-22,Mobile,อีเมล,0.6,0
S-008642,2025-Q1,2025-02-24,Desktop,ค้นหา,7.7,1
S-019611,2025-Q2,2025-04-06,Desktop,โฆษณาโซเชียล,0.8,0
S-010517,2025-Q2,2025-06-16,Mobile,โฆษณาโซเชียล,4.5,0
S-004360,2025-Q1,2025-01-19,Mobile,ตรงเข้าเว็บ,7.5,0
S-011079,2025-Q2,2025-06-06,Mobile,โฆษณาโซเชียล,11.4,0
S-003178,2025-Q1,2025-01-12,Mobile,ตรงเข้าเว็บ,8.5,0
S-017643,2025-Q2,2025-06-27,Desktop,ค้นหา,11.9,0
S-001812,2025-Q1,2025-03-03,Mobile,โฆษณาโซเชียล,7.8,0
S-002457,2025-Q1,2025-01-17,Mobile,โฆษณาโซเชียล,2.4,0
S-009765,2025-Q1,2025-03-07,Desktop,ตรงเข้าเว็บ,10.3,0
S-015165,2025-Q2,2025-05-11,Desktop,โฆษณาโซเชียล,6.5,1
S-006026,2025-Q1,2025-02-26,Mobile,ค้นหา,2.1,0
S-013633,2025-Q2,2025-04-26,Desktop,ตรงเข้าเว็บ,9.6,1
S-005238,2025-Q1,2025-03-18,Mobile,ตรงเข้าเว็บ,4.9,0
S-008169,2025-Q1,2025-02-13,Desktop,อีเมล,4.3,0
S-004251,2025-Q1,2025-01-23,Mobile,ตรงเข้าเว็บ,1.3,0
S-016583,2025-Q2,2025-04-09,Desktop,โฆษณาโซเชียล,1.1,1
S-013642,2025-Q2,2025-06-15,Desktop,ค้นหา,1.2,0
S-001695,2025-Q1,2025-01-13,Mobile,อีเมล,11.6,0
S-012415,2025-Q2,2025-05-21,Mobile,ตรงเข้าเว็บ,11.8,0
S-003160,2025-Q1,2025-01-22,Mobile,ตรงเข้าเว็บ,0.9,1
S-012865,2025-Q2,2025-04-03,Mobile,อีเมล,11.8,0
S-004285,2025-Q1,2025-03-18,Mobile,ค้นหา,3.4,0
S-007481,2025-Q1,2025-01-11,Mobile,ตรงเข้าเว็บ,3.7,1
S-015175,2025-Q2,2025-06-07,Desktop,ค้นหา,4.6,0
S-003384,2025-Q1,2025-02-01,Mobile,อีเมล,9.5,0
S-008370,2025-Q1,2025-02-25,Desktop,ตรงเข้าเว็บ,7.6,0
S-011365,2025-Q2,2025-04-19,Mobile,โฆษณาโซเชียล,3.0,0
S-015049,2025-Q2,2025-04-10,Desktop,ค้นหา,5.5,0
S-015360,2025-Q2,2025-04-08,Desktop,โฆษณาโซเชียล,2.5,0
S-003052,2025-Q1,2025-01-30,Mobile,โฆษณาโซเชียล,2.9,0
S-005803,2025-Q1,2025-02-06,Mobile,โฆษณาโซเชียล,3.3,1
S-017710,2025-Q2,2025-06-10,Desktop,โฆษณาโซเชียล,8.9,1
S-015852,2025-Q2,2025-06-05,Desktop,ค้นหา,9.6,1
S-011983,2025-Q2,2025-04-04,Mobile,อีเมล,1.9,0
S-019368,2025-Q2,2025-04-22,Desktop,โฆษณาโซเชียล,9.7,1
S-009561,2025-Q1,2025-02-23,Desktop,โฆษณาโซเชียล,9.6,0
S-010631,2025-Q2,2025-04-05,Mobile,อีเมล,9.7,0
S-006800,2025-Q1,2025-03-08,Mobile,ตรงเข้าเว็บ,2.3,0
S-014413,2025-Q2,2025-04-29,Desktop,ค้นหา,3.8,0
S-007100,2025-Q1,2025-02-22,Mobile,โฆษณาโซเชียล,7.7,0
S-013696,2025-Q2,2025-04-13,Desktop,ตรงเข้าเว็บ,5.6,1
S-008001,2025-Q1,2025-03-20,Desktop,โฆษณาโซเชียล,9.3,1
S-012237,2025-Q2,2025-06-04,Mobile,อีเมล,4.3,0
S-007352,2025-Q1,2025-03-17,Mobile,โฆษณาโซเชียล,6.6,0
S-017672,2025-Q2,2025-05-07,Desktop,โฆษณาโซเชียล,8.8,1
S-001549,2025-Q1,2025-02-01,Mobile,ตรงเข้าเว็บ,7.3,0
S-009913,2025-Q1,2025-02-14,Desktop,ตรงเข้าเว็บ,10.5,0
S-010062,2025-Q2,2025-05-03,Mobile,อีเมล,7.2,0
S-001574,2025-Q1,2025-02-21,Mobile,อีเมล,3.8,0
S-008471,2025-Q1,2025-03-18,Desktop,อีเมล,8.8,1
S-017595,2025-Q2,2025-06-10,Desktop,โฆษณาโซเชียล,11.9,0
S-009810,2025-Q1,2025-03-30,Desktop,โฆษณาโซเชียล,3.1,1
S-009308,2025-Q1,2025-03-21,Desktop,อีเมล,0.6,1
S-005247,2025-Q1,2025-03-20,Mobile,โฆษณาโซเชียล,11.5,0
S-000146,2025-Q1,2025-01-23,Mobile,ค้นหา,11.8,0
S-008201,2025-Q1,2025-01-01,Desktop,โฆษณาโซเชียล,4.7,1
S-000902,2025-Q1,2025-02-28,Mobile,ตรงเข้าเว็บ,6.1,0
S-014870,2025-Q2,2025-06-26,Desktop,ตรงเข้าเว็บ,6.0,1
S-016222,2025-Q2,2025-05-19,Desktop,อีเมล,9.2,1
S-000025,2025-Q1,2025-03-05,Mobile,ค้นหา,8.0,1
S-006913,2025-Q1,2025-03-11,Mobile,ค้นหา,2.4,0
S-019062,2025-Q2,2025-04-24,Desktop,ตรงเข้าเว็บ,9.2,0
S-000442,2025-Q1,2025-03-25,Mobile,อีเมล,6.3,0
S-004924,2025-Q1,2025-03-23,Mobile,ตรงเข้าเว็บ,11.9,0
S-010885,2025-Q2,2025-06-22,Mobile,โฆษณาโซเชียล,6.8,1
S-006703,2025-Q1,2025-02-06,Mobile,อีเมล,11.1,0
S-003275,2025-Q1,2025-01-20,Mobile,ตรงเข้าเว็บ,2.4,0
S-004473,2025-Q1,2025-01-14,Mobile,ค้นหา,6.5,1
S-018901,2025-Q2,2025-05-26,Desktop,ตรงเข้าเว็บ,8.8,0
S-001516,2025-Q1,2025-03-26,Mobile,อีเมล,10.9,0
S-007643,2025-Q1,2025-03-04,Mobile,อีเมล,1.6,0
S-009099,2025-Q1,2025-01-05,Desktop,อีเมล,6.3,1
S-008480,2025-Q1,2025-03-26,Desktop,โฆษณาโซเชียล,6.5,0
S-010004,2025-Q2,2025-05-28,Mobile,ตรงเข้าเว็บ,8.2,0
S-005220,2025-Q1,2025-01-15,Mobile,ตรงเข้าเว็บ,11.5,0
S-018845,2025-Q2,2025-06-06,Desktop,ตรงเข้าเว็บ,6.5,1
S-000995,2025-Q1,2025-03-19,Mobile,ค้นหา,1.6,1
S-018542,2025-Q2,2025-04-28,Desktop,ค้นหา,7.5,0
S-008042,2025-Q1,2025-01-04,Desktop,ค้นหา,6.8,0
S-014335,2025-Q2,2025-06-25,Desktop,โฆษณาโซเชียล,10.7,1
S-004298,2025-Q1,2025-01-15,Mobile,อีเมล,7.4,0
S-001744,2025-Q1,2025-03-30,Mobile,โฆษณาโซเชียล,9.6,0
S-003044,2025-Q1,2025-02-02,Mobile,ตรงเข้าเว็บ,11.5,0
S-008039,2025-Q1,2025-02-08,Desktop,ค้นหา,1.2,0
S-000529,2025-Q1,2025-03-05,Mobile,อีเมล,6.8,0
S-018267,2025-Q2,2025-06-11,Desktop,โฆษณาโซเชียล,3.2,0
S-011351,2025-Q2,2025-05-17,Mobile,ตรงเข้าเว็บ,5.9,0
S-008512,2025-Q1,2025-03-11,Desktop,อีเมล,4.3,0
S-000998,2025-Q1,2025-02-09,Mobile,ตรงเข้าเว็บ,11.6,0
S-009199,2025-Q1,2025-02-17,Desktop,โฆษณาโซเชียล,3.3,1
S-008160,2025-Q1,2025-01-29,Desktop,อีเมล,4.0,0
S-000190,2025-Q1,2025-03-30,Mobile,ค้นหา,10.4,0
S-011540,2025-Q2,2025-06-28,Mobile,โฆษณาโซเชียล,11.4,0
S-013911,2025-Q2,2025-06-18,Desktop,อีเมล,5.2,0
S-016752,2025-Q2,2025-04-24,Desktop,โฆษณาโซเชียล,1.2,0
S-017134,2025-Q2,2025-04-14,Desktop,ค้นหา,3.0,1
S-006143,2025-Q1,2025-02-28,Mobile,โฆษณาโซเชียล,9.9,0
S-005999,2025-Q1,2025-03-04,Mobile,โฆษณาโซเชียล,9.4,0
S-007531,2025-Q1,2025-03-03,Mobile,โฆษณาโซเชียล,1.2,1
S-001333,2025-Q1,2025-01-30,Mobile,ค้นหา,11.7,0
S-003117,2025-Q1,2025-03-05,Mobile,โฆษณาโซเชียล,1.1,0
S-019464,2025-Q2,2025-04-06,Desktop,ตรงเข้าเว็บ,2.8,0
S-001107,2025-Q1,2025-03-08,Mobile,อีเมล,1.8,0
S-011290,2025-Q2,2025-05-04,Mobile,อีเมล,6.6,0
S-006215,2025-Q1,2025-03-08,Mobile,ตรงเข้าเว็บ,11.9,1
S-009854,2025-Q1,2025-02-13,Desktop,โฆษณาโซเชียล,1.5,0
S-012327,2025-Q2,2025-05-05,Mobile,ตรงเข้าเว็บ,0.9,0
S-012897,2025-Q2,2025-04-27,Mobile,ตรงเข้าเว็บ,4.9,0
S-000145,2025-Q1,2025-03-14,Mobile,ตรงเข้าเว็บ,5.0,0
S-015580,2025-Q2,2025-06-23,Desktop,โฆษณาโซเชียล,3.2,1
S-003497,2025-Q1,2025-01-31,Mobile,โฆษณาโซเชียล,6.6,0
S-004112,2025-Q1,2025-03-15,Mobile,อีเมล,5.8,0
S-009906,2025-Q1,2025-02-01,Desktop,ค้นหา,7.7,1
S-017979,2025-Q2,2025-06-29,Desktop,โฆษณาโซเชียล,3.5,0
S-013847,2025-Q2,2025-04-18,Desktop,ตรงเข้าเว็บ,9.0,0
S-017692,2025-Q2,2025-04-19,Desktop,อีเมล,2.9,0
S-004276,2025-Q1,2025-02-25,Mobile,ตรงเข้าเว็บ,8.8,1
S-012199,2025-Q2,2025-05-29,Mobile,ตรงเข้าเว็บ,7.8,0
S-005020,2025-Q1,2025-02-25,Mobile,โฆษณาโซเชียล,11.0,0
S-003174,2025-Q1,2025-01-26,Mobile,ตรงเข้าเว็บ,10.9,0
S-019491,2025-Q2,2025-05-30,Desktop,โฆษณาโซเชียล,1.2,0
S-004856,2025-Q1,2025-03-24,Mobile,ค้นหา,1.0,0
S-017977,2025-Q2,2025-04-26,Desktop,ค้นหา,0.9,1
S-017619,2025-Q2,2025-05-21,Desktop,ค้นหา,4.6,1
S-011102,2025-Q2,2025-05-07,Mobile,โฆษณาโซเชียล,5.1,0
S-013456,2025-Q2,2025-04-06,Desktop,โฆษณาโซเชียล,9.9,1
S-004741,2025-Q1,2025-01-15,Mobile,โฆษณาโซเชียล,3.0,0
S-015778,2025-Q2,2025-05-08,Desktop,อีเมล,6.6,1
S-002834,2025-Q1,2025-01-27,Mobile,ค้นหา,1.1,0
S-001691,2025-Q1,2025-01-29,Mobile,โฆษณาโซเชียล,3.0,0
S-010035,2025-Q2,2025-06-18,Mobile,อีเมล,0.6,0
S-000234,2025-Q1,2025-03-23,Mobile,อีเมล,8.1,0
S-017791,2025-Q2,2025-05-23,Desktop,อีเมล,7.7,0
S-019835,2025-Q2,2025-05-18,Desktop,ตรงเข้าเว็บ,7.9,0
S-014060,2025-Q2,2025-06-21,Desktop,โฆษณาโซเชียล,3.2,1
S-003973,2025-Q1,2025-03-23,Mobile,ค้นหา,7.8,0
S-001681,2025-Q1,2025-01-29,Mobile,โฆษณาโซเชียล,8.8,0
S-006829,2025-Q1,2025-03-11,Mobile,อีเมล,7.7,0
S-012446,2025-Q2,2025-06-03,Mobile,โฆษณาโซเชียล,0.9,0
S-004110,2025-Q1,2025-01-14,Mobile,ตรงเข้าเว็บ,2.2,0
S-011435,2025-Q2,2025-04-13,Mobile,ตรงเข้าเว็บ,3.0,0
S-006867,2025-Q1,2025-02-10,Mobile,โฆษณาโซเชียล,9.9,0
S-018780,2025-Q2,2025-06-19,Desktop,ค้นหา,7.7,0
S-013983,2025-Q2,2025-06-03,Desktop,ค้นหา,2.3,0
S-001597,2025-Q1,2025-02-10,Mobile,ตรงเข้าเว็บ,6.8,0
S-001603,2025-Q1,2025-03-07,Mobile,ค้นหา,2.6,0
S-017611,2025-Q2,2025-05-25,Desktop,ค้นหา,2.3,1
S-016138,2025-Q2,2025-04-11,Desktop,ตรงเข้าเว็บ,1.1,0
S-009624,2025-Q1,2025-02-24,Desktop,โฆษณาโซเชียล,10.4,0
S-011950,2025-Q2,2025-06-14,Mobile,ค้นหา,0.5,0
S-019311,2025-Q2,2025-05-10,Desktop,ตรงเข้าเว็บ,10.5,0
S-013497,2025-Q2,2025-06-13,Desktop,ค้นหา,3.4,0
S-003061,2025-Q1,2025-02-07,Mobile,โฆษณาโซเชียล,3.7,0
S-014601,2025-Q2,2025-05-10,Desktop,ค้นหา,3.0,1
S-018633,2025-Q2,2025-04-07,Desktop,ตรงเข้าเว็บ,1.2,0
S-007706,2025-Q1,2025-03-13,Mobile,ค้นหา,9.2,0
S-007808,2025-Q1,2025-02-16,Mobile,ตรงเข้าเว็บ,4.1,0
S-014805,2025-Q2,2025-06-01,Desktop,โฆษณาโซเชียล,7.3,1
S-001890,2025-Q1,2025-02-20,Mobile,อีเมล,3.9,0
S-010041,2025-Q2,2025-06-19,Mobile,อีเมล,7.8,0
S-007236,2025-Q1,2025-02-13,Mobile,ตรงเข้าเว็บ,8.6,0
S-013987,2025-Q2,2025-04-29,Desktop,ค้นหา,1.1,1
S-008799,2025-Q1,2025-01-24,Desktop,ตรงเข้าเว็บ,7.4,0
S-002770,2025-Q1,2025-02-11,Mobile,ตรงเข้าเว็บ,1.8,1
S-011683,2025-Q2,2025-04-17,Mobile,ค้นหา,6.1,0
S-004653,2025-Q1,2025-02-20,Mobile,ตรงเข้าเว็บ,3.2,0
S-008352,2025-Q1,2025-02-15,Desktop,โฆษณาโซเชียล,11.8,1
S-001499,2025-Q1,2025-01-30,Mobile,ค้นหา,2.0,0
S-019785,2025-Q2,2025-05-03,Desktop,ค้นหา,1.9,1
S-014904,2025-Q2,2025-05-10,Desktop,อีเมล,2.5,0
S-005698,2025-Q1,2025-02-26,Mobile,ค้นหา,9.8,0
S-016602,2025-Q2,2025-04-11,Desktop,โฆษณาโซเชียล,2.0,0
S-004437,2025-Q1,2025-03-21,Mobile,อีเมล,9.7,0
S-000521,2025-Q1,2025-02-28,Mobile,ค้นหา,6.4,0
S-003371,2025-Q1,2025-02-03,Mobile,อีเมล,5.8,0
S-014927,2025-Q2,2025-06-10,Desktop,ตรงเข้าเว็บ,2.9,1
S-011293,2025-Q2,2025-05-29,Mobile,ตรงเข้าเว็บ,4.6,0
S-004744,2025-Q1,2025-01-10,Mobile,โฆษณาโซเชียล,1.5,0
S-012928,2025-Q2,2025-06-28,Mobile,โฆษณาโซเชียล,8.9,0
S-001757,2025-Q1,2025-02-03,Mobile,ตรงเข้าเว็บ,7.5,0
S-008926,2025-Q1,2025-03-12,Desktop,โฆษณาโซเชียล,10.6,0
S-013730,2025-Q2,2025-05-10,Desktop,ตรงเข้าเว็บ,6.7,1
S-018938,2025-Q2,2025-06-03,Desktop,โฆษณาโซเชียล,7.5,0
S-014492,2025-Q2,2025-05-28,Desktop,อีเมล,6.3,0
S-008135,2025-Q1,2025-03-20,Desktop,โฆษณาโซเชียล,11.4,0
S-008715,2025-Q1,2025-01-07,Desktop,โฆษณาโซเชียล,4.4,1
S-018571,2025-Q2,2025-04-26,Desktop,ค้นหา,4.3,1
S-012286,2025-Q2,2025-06-19,Mobile,ตรงเข้าเว็บ,4.2,0
S-002997,2025-Q1,2025-03-06,Mobile,ตรงเข้าเว็บ,9.7,0
S-011148,2025-Q2,2025-04-24,Mobile,ตรงเข้าเว็บ,3.8,0
S-000005,2025-Q1,2025-03-12,Mobile,โฆษณาโซเชียล,10.4,0
S-011808,2025-Q2,2025-05-23,Mobile,โฆษณาโซเชียล,2.2,0
S-003759,2025-Q1,2025-03-13,Mobile,โฆษณาโซเชียล,3.7,0
S-017970,2025-Q2,2025-06-24,Desktop,ค้นหา,9.9,1
S-009664,2025-Q1,2025-03-12,Desktop,อีเมล,5.6,0
S-003461,2025-Q1,2025-03-21,Mobile,ค้นหา,11.9,0
S-013953,2025-Q2,2025-04-01,Desktop,อีเมล,0.7,0
S-017442,2025-Q2,2025-06-17,Desktop,อีเมล,4.1,1
S-014576,2025-Q2,2025-05-13,Desktop,อีเมล,11.9,1
S-000525,2025-Q1,2025-03-29,Mobile,อีเมล,5.5,0
S-005947,2025-Q1,2025-01-09,Mobile,ค้นหา,8.4,0
S-009848,2025-Q1,2025-03-18,Desktop,อีเมล,11.7,1
S-011202,2025-Q2,2025-05-12,Mobile,อีเมล,8.8,0
S-006944,2025-Q1,2025-01-23,Mobile,ค้นหา,0.9,1
S-006685,2025-Q1,2025-02-10,Mobile,อีเมล,2.4,0
S-014308,2025-Q2,2025-05-09,Desktop,โฆษณาโซเชียล,11.1,0
S-002184,2025-Q1,2025-01-15,Mobile,ค้นหา,11.6,0
S-008773,2025-Q1,2025-02-14,Desktop,ค้นหา,5.9,0
S-007671,2025-Q1,2025-03-23,Mobile,ตรงเข้าเว็บ,9.6,0
S-011924,2025-Q2,2025-04-15,Mobile,โฆษณาโซเชียล,5.0,0
S-013305,2025-Q2,2025-05-24,Desktop,ตรงเข้าเว็บ,11.9,0
S-015115,2025-Q2,2025-05-28,Desktop,อีเมล,7.6,0
S-013564,2025-Q2,2025-05-24,Desktop,ค้นหา,0.7,0
S-019965,2025-Q2,2025-06-09,Desktop,ค้นหา,11.4,0
S-014077,2025-Q2,2025-05-24,Desktop,ค้นหา,11.5,1
S-014955,2025-Q2,2025-04-08,Desktop,โฆษณาโซเชียล,3.6,0
S-007734,2025-Q1,2025-02-04,Mobile,โฆษณาโซเชียล,11.2,0
S-003359,2025-Q1,2025-02-02,Mobile,ค้นหา,4.1,0
S-002951,2025-Q1,2025-03-13,Mobile,โฆษณาโซเชียล,4.4,0
S-018245,2025-Q2,2025-04-08,Desktop,โฆษณาโซเชียล,7.3,0
S-010171,2025-Q2,2025-05-28,Mobile,ค้นหา,7.6,0
S-014705,2025-Q2,2025-06-15,Desktop,อีเมล,6.7,0
S-018545,2025-Q2,2025-06-29,Desktop,อีเมล,11.0,1
S-009550,2025-Q1,2025-02-25,Desktop,ตรงเข้าเว็บ,9.4,0
S-005015,2025-Q1,2025-03-07,Mobile,ตรงเข้าเว็บ,4.0,0
S-004164,2025-Q1,2025-02-26,Mobile,ตรงเข้าเว็บ,11.8,0
S-011092,2025-Q2,2025-05-07,Mobile,ตรงเข้าเว็บ,5.3,0
S-003826,2025-Q1,2025-01-06,Mobile,ค้นหา,2.9,0
S-019554,2025-Q2,2025-05-19,Desktop,โฆษณาโซเชียล,10.0,1
S-012025,2025-Q2,2025-05-01,Mobile,ตรงเข้าเว็บ,8.5,0
S-015061,2025-Q2,2025-05-28,Desktop,โฆษณาโซเชียล,4.2,0
S-000934,2025-Q1,2025-03-22,Mobile,ตรงเข้าเว็บ,8.2,0
S-019676,2025-Q2,2025-06-28,Desktop,อีเมล,11.4,0
S-007850,2025-Q1,2025-01-07,Mobile,โฆษณาโซเชียล,3.5,0
S-009564,2025-Q1,2025-02-06,Desktop,ค้นหา,2.2,0
S-001905,2025-Q1,2025-03-27,Mobile,โฆษณาโซเชียล,8.5,0
S-004402,2025-Q1,2025-03-20,Mobile,อีเมล,8.2,0
S-008015,2025-Q1,2025-03-05,Desktop,โฆษณาโซเชียล,0.9,0
S-016831,2025-Q2,2025-05-20,Desktop,ตรงเข้าเว็บ,5.5,1
S-011732,2025-Q2,2025-06-23,Mobile,ตรงเข้าเว็บ,6.2,0
S-003179,2025-Q1,2025-03-14,Mobile,โฆษณาโซเชียล,9.1,0
S-015259,2025-Q2,2025-06-04,Desktop,ตรงเข้าเว็บ,7.6,0
S-000175,2025-Q1,2025-01-01,Mobile,ตรงเข้าเว็บ,10.5,0
S-012351,2025-Q2,2025-05-23,Mobile,ค้นหา,11.7,0
S-000325,2025-Q1,2025-03-22,Mobile,อีเมล,10.8,0
S-011505,2025-Q2,2025-05-24,Mobile,อีเมล,5.1,0
S-014552,2025-Q2,2025-05-08,Desktop,อีเมล,3.5,0
S-004660,2025-Q1,2025-02-18,Mobile,ตรงเข้าเว็บ,0.8,0
S-006400,2025-Q1,2025-02-04,Mobile,โฆษณาโซเชียล,8.3,0
S-007504,2025-Q1,2025-01-21,Mobile,อีเมล,3.8,0
S-005785,2025-Q1,2025-01-15,Mobile,อีเมล,5.2,0
S-005113,2025-Q1,2025-02-20,Mobile,ค้นหา,0.8,1
S-017648,2025-Q2,2025-06-22,Desktop,ตรงเข้าเว็บ,10.6,1
S-008659,2025-Q1,2025-01-18,Desktop,โฆษณาโซเชียล,5.2,1
S-002980,2025-Q1,2025-01-26,Mobile,โฆษณาโซเชียล,10.7,1
S-018948,2025-Q2,2025-05-10,Desktop,อีเมล,6.2,0
S-002824,2025-Q1,2025-03-24,Mobile,อีเมล,8.8,0
S-003863,2025-Q1,2025-01-31,Mobile,ค้นหา,4.6,0
S-000573,2025-Q1,2025-03-04,Mobile,ตรงเข้าเว็บ,2.3,0
S-006882,2025-Q1,2025-01-29,Mobile,โฆษณาโซเชียล,8.6,0
S-017326,2025-Q2,2025-06-09,Desktop,อีเมล,9.5,0
S-014798,2025-Q2,2025-04-01,Desktop,อีเมล,8.3,0
S-008565,2025-Q1,2025-03-08,Desktop,ตรงเข้าเว็บ,11.4,0
S-002520,2025-Q1,2025-01-29,Mobile,ตรงเข้าเว็บ,7.7,1
S-017495,2025-Q2,2025-05-12,Desktop,อีเมล,10.4,0
S-006718,2025-Q1,2025-01-30,Mobile,ตรงเข้าเว็บ,1.0,0
S-019668,2025-Q2,2025-06-15,Desktop,โฆษณาโซเชียล,8.0,1
S-006233,2025-Q1,2025-02-18,Mobile,โฆษณาโซเชียล,2.3,0
S-012211,2025-Q2,2025-06-27,Mobile,โฆษณาโซเชียล,8.7,0
S-014683,2025-Q2,2025-06-28,Desktop,อีเมล,6.7,0
S-003288,2025-Q1,2025-03-27,Mobile,อีเมล,1.5,1
S-001080,2025-Q1,2025-02-18,Mobile,โฆษณาโซเชียล,4.3,0
S-018572,2025-Q2,2025-04-20,Desktop,ตรงเข้าเว็บ,0.6,0
S-006500,2025-Q1,2025-01-29,Mobile,โฆษณาโซเชียล,1.9,0
S-003972,2025-Q1,2025-03-31,Mobile,ตรงเข้าเว็บ,4.7,0
S-017474,2025-Q2,2025-04-27,Desktop,โฆษณาโซเชียล,5.7,1
S-019273,2025-Q2,2025-04-29,Desktop,ค้นหา,4.9,0
S-010390,2025-Q2,2025-05-25,Mobile,โฆษณาโซเชียล,3.3,0
S-019602,2025-Q2,2025-06-28,Desktop,ค้นหา,5.0,0
S-008005,2025-Q1,2025-02-05,Desktop,อีเมล,4.1,1
S-019119,2025-Q2,2025-06-23,Desktop,ตรงเข้าเว็บ,10.5,1
S-014201,2025-Q2,2025-04-09,Desktop,ตรงเข้าเว็บ,9.1,0
S-007594,2025-Q1,2025-03-22,Mobile,ค้นหา,4.2,0
S-012724,2025-Q2,2025-05-27,Mobile,ค้นหา,7.7,0
S-017255,2025-Q2,2025-06-19,Desktop,อีเมล,4.5,0
S-018504,2025-Q2,2025-04-10,Desktop,ค้นหา,1.6,1
S-014857,2025-Q2,2025-05-05,Desktop,ค้นหา,7.6,0
S-007766,2025-Q1,2025-01-08,Mobile,ตรงเข้าเว็บ,7.6,0
S-014194,2025-Q2,2025-04-10,Desktop,อีเมล,1.8,1
S-009559,2025-Q1,2025-01-15,Desktop,ตรงเข้าเว็บ,8.4,1
