customer_id,recency_days,frequency,monetary,tenure_days,main_channel
C-30247,31,43,96270.64,279,ออนไลน์
C-30493,40,18,12731.89,933,แอปมือถือ
C-30122,16,18,63949.20,1243,ออนไลน์
C-30338,59,11,38782.76,806,หน้าร้าน
C-30326,26,9,10270.33,303,หน้าร้าน
C-30148,38,43,98843.83,1160,ออนไลน์
C-30907,282,2,2625.42,292,หน้าร้าน
C-30285,84,9,36520.75,1279,หน้าร้าน
C-30940,175,3,4384.27,472,ออนไลน์
C-30768,383,5,4704.76,840,หน้าร้าน
C-30491,69,15,20943.15,562,แอปมือถือ
C-30106,28,27,42235.41,1264,หน้าร้าน
C-30618,26,17,31547.18,171,แอปมือถือ
C-30048,40,39,74987.57,1351,ออนไลน์
C-30814,411,2,566.40,981,แอปมือถือ
C-30666,88,15,25874.22,865,แอปมือถือ
C-30077,39,34,110517.89,1001,ออนไลน์
C-30588,35,14,32361.24,694,หน้าร้าน
C-30704,318,3,1183.68,870,แอปมือถือ
C-30542,88,7,8861.43,703,ออนไลน์
C-30199,19,46,130398.25,232,หน้าร้าน
C-30896,303,5,4244.58,586,หน้าร้าน
C-30854,254,5,3528.25,1159,หน้าร้าน
C-30681,193,1,1309.92,826,ออนไลน์
C-30521,70,15,11596.73,350,แอปมือถือ
C-30576,42,18,32421.39,1285,หน้าร้าน
C-30332,34,12,36805.31,249,แอปมือถือ
C-30022,21,31,163322.28,436,แอปมือถือ
C-30649,74,15,35601.04,1101,แอปมือถือ
C-30035,44,46,55332.54,1371,แอปมือถือ
C-30392,49,13,38067.02,1019,แอปมือถือ
C-30120,20,18,107681.58,959,หน้าร้าน
C-31132,96,1,167586.67,437,ออนไลน์
C-30730,410,5,6729.88,890,หน้าร้าน
C-30600,110,17,24514.53,722,แอปมือถือ
C-30529,26,7,28147.61,1326,แอปมือถือ
C-30427,24,9,18363.77,1123,ออนไลน์
C-30557,39,16,39128.38,223,ออนไลน์
C-30014,33,31,143567.75,373,แอปมือถือ
C-30938,222,4,4451.09,343,แอปมือถือ
C-30997,211,5,5210.79,487,แอปมือถือ
C-31159,103,1,61184.89,682,ออนไลน์
C-31023,297,2,5920.41,831,แอปมือถือ
C-30440,59,15,20120.78,425,ออนไลน์
C-30382,79,8,33151.46,1319,ออนไลน์
C-30105,27,32,71528.11,605,ออนไลน์
C-30895,354,1,1076.14,1058,หน้าร้าน
C-30123,10,32,119625.72,1445,แอปมือถือ
C-31016,163,5,5837.37,1100,แอปมือถือ
C-31075,235,1,193642.47,1123,หน้าร้าน
C-31162,102,2,73997.09,748,แอปมือถือ
C-30569,31,17,8918.32,1059,หน้าร้าน
C-30315,49,17,41292.31,1352,ออนไลน์
C-30957,191,5,4659.24,1466,ออนไลน์
C-30682,409,3,3899.10,1078,แอปมือถือ
C-30017,32,25,122589.34,625,แอปมือถือ
C-30300,67,17,8999.60,1188,แอปมือถือ
C-30273,25,16,37629.77,115,หน้าร้าน
C-30160,3,37,59577.34,1443,ออนไลน์
C-30344,108,10,8537.59,1256,หน้าร้าน
C-31135,109,2,95759.99,275,แอปมือถือ
C-30886,206,2,993.45,1140,ออนไลน์
C-31054,392,4,5455.57,991,แอปมือถือ
C-30709,196,1,714.92,776,หน้าร้าน
C-31024,257,4,4465.59,905,หน้าร้าน
C-30748,167,3,4701.93,674,ออนไลน์
C-30486,102,8,28381.86,1447,แอปมือถือ
C-31165,108,1,157724.09,280,หน้าร้าน
C-30638,109,18,14933.28,454,แอปมือถือ
C-30733,413,3,3975.43,987,หน้าร้าน
C-30698,222,3,3246.85,362,หน้าร้าน
C-30533,96,11,26387.27,883,ออนไลน์
C-30596,76,13,40131.06,772,แอปมือถือ
C-30071,32,32,97795.24,1347,แอปมือถือ
C-31061,231,2,77610.29,654,แอปมือถือ
C-30578,58,7,13590.43,662,ออนไลน์
C-30167,8,33,64117.25,1443,หน้าร้าน
C-31190,146,1,127450.92,913,แอปมือถือ
C-30465,26,9,14133.14,998,แอปมือถือ
C-30386,110,20,27972.63,332,ออนไลน์
C-30211,35,31,120396.85,93,หน้าร้าน
C-30348,84,9,33716.66,311,หน้าร้าน
C-30398,55,16,13164.45,434,ออนไลน์
C-30784,417,3,1828.74,1088,ออนไลน์
C-30347,38,18,32476.05,718,แอปมือถือ
